Job_ID,Unit_ID,Worker_ID,AcceptTime,SubmitTime,Judgments,Spam,Islands_disputed_between_China_and_Japan,Korean_MV_Sewol_ferry_sinking,Japan_whaling_and_dolphin_hunting,Davos_world_economic_forum_2014,Disappearance_of_Malaysia_Airlines_Flight_370,anti_China_protests_in_Vietnam,Ukraine_crisis_2014,FIFA_worldcup_2014,NONE
49,58,26024737,2015-02-20T12:54:20+00:00,2015-02-20T12:54:28+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,58,26336767,2015-02-20T13:10:17+00:00,2015-02-20T13:10:38+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,58,27934334,2015-02-20T13:31:40+00:00,2015-02-20T13:31:52+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,58,28675156,2015-02-20T13:24:24+00:00,2015-02-20T13:25:06+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,58,29411108,2015-02-20T13:42:02+00:00,2015-02-20T13:42:56+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,58,31127245,2015-02-20T13:01:26+00:00,2015-02-20T13:01:43+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,59,1901929,2015-02-20T11:50:58+00:00,2015-02-20T11:51:05+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,59,18960682,2015-02-20T12:29:04+00:00,2015-02-20T12:29:10+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,59,21417560,2015-02-20T11:18:55+00:00,2015-02-20T11:19:09+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,59,24252915,2015-02-20T11:48:49+00:00,2015-02-20T11:49:04+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,59,29881713,2015-02-20T11:16:18+00:00,2015-02-20T11:16:43+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,59,31285455,2015-02-20T11:20:32+00:00,2015-02-20T11:20:41+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,59,31372936,2015-02-20T12:22:16+00:00,2015-02-20T12:22:42+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,60,11106820,2015-02-20T13:19:44+00:00,2015-02-20T13:20:10+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,60,23352788,2015-02-20T13:53:08+00:00,2015-02-20T13:54:28+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,60,26336767,2015-02-20T13:10:39+00:00,2015-02-20T13:10:53+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,60,27934334,2015-02-20T13:31:53+00:00,2015-02-20T13:32:08+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,60,28675156,2015-02-20T13:25:07+00:00,2015-02-20T13:25:19+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,60,29411108,2015-02-20T13:42:57+00:00,2015-02-20T13:43:13+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,60,31127245,2015-02-20T13:01:45+00:00,2015-02-20T13:02:35+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,61,12691973,2015-02-20T14:06:54+00:00,2015-02-20T14:07:31+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,61,21551272,2015-02-20T19:29:04+00:00,2015-02-20T19:29:44+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,61,24796792,2015-02-20T15:42:30+00:00,2015-02-20T15:42:42+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,61,30064988,2015-02-20T16:42:54+00:00,2015-02-20T16:43:18+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,61,30130805,2015-02-20T21:10:41+00:00,2015-02-20T21:11:02+00:00,[NONE],1,0,0,0,0,0,0,0,0,1
49,61,30144450,2015-02-20T16:47:47+00:00,2015-02-20T16:47:58+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,61,31308168,2015-02-20T16:34:54+00:00,2015-02-20T16:35:16+00:00,[NONE],1,0,0,0,0,0,0,0,0,1
49,62,12691973,2015-02-20T14:05:24+00:00,2015-02-20T14:05:42+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,62,23352788,2015-02-20T13:58:15+00:00,2015-02-20T13:58:29+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,62,24796792,2015-02-20T15:41:04+00:00,2015-02-20T15:41:15+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,62,29411108,2015-02-20T13:45:11+00:00,2015-02-20T13:45:22+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,62,30064988,2015-02-20T16:40:54+00:00,2015-02-20T16:41:19+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,62,30144450,2015-02-20T16:45:23+00:00,2015-02-20T16:45:40+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,62,31308168,2015-02-20T16:33:23+00:00,2015-02-20T16:33:41+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,63,21551272,2015-02-20T19:30:38+00:00,2015-02-20T19:31:02+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,63,24796792,2015-02-20T15:43:22+00:00,2015-02-20T15:43:38+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,63,30064988,2015-02-20T16:44:13+00:00,2015-02-20T16:44:28+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,63,30130805,2015-02-20T21:15:23+00:00,2015-02-20T21:15:32+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,63,30144450,2015-02-20T16:48:30+00:00,2015-02-20T16:48:38+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,63,31308168,2015-02-20T16:35:50+00:00,2015-02-20T16:36:03+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,63,31427821,2015-02-20T21:50:38+00:00,2015-02-20T21:52:37+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,64,11106820,2015-02-20T13:04:26+00:00,2015-02-20T13:16:47+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,64,24104564,2015-02-20T12:42:41+00:00,2015-02-20T12:43:36+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,64,26024737,2015-02-20T12:53:42+00:00,2015-02-20T12:53:53+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,64,26336767,2015-02-20T13:07:41+00:00,2015-02-20T13:08:57+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,64,27934334,2015-02-20T13:30:12+00:00,2015-02-20T13:30:57+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,64,28675156,2015-02-20T13:19:09+00:00,2015-02-20T13:22:37+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,64,31127245,2015-02-20T12:59:32+00:00,2015-02-20T13:00:10+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,65,1901929,2015-02-20T11:50:17+00:00,2015-02-20T11:50:26+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,65,18960682,2015-02-20T12:28:18+00:00,2015-02-20T12:28:29+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,65,21417560,2015-02-20T11:18:01+00:00,2015-02-20T11:18:16+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,65,24252915,2015-02-20T11:42:51+00:00,2015-02-20T11:43:58+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,65,29881713,2015-02-20T11:14:20+00:00,2015-02-20T11:14:46+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,65,31285455,2015-02-20T11:19:34+00:00,2015-02-20T11:19:45+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,65,31372936,2015-02-20T12:20:40+00:00,2015-02-20T12:21:13+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,66,21417560,2015-02-20T11:19:52+00:00,2015-02-20T11:20:11+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,66,24104564,2015-02-20T12:41:07+00:00,2015-02-20T12:42:39+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,66,24252915,2015-02-20T11:49:44+00:00,2015-02-20T11:50:15+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,66,26024737,2015-02-20T12:51:40+00:00,2015-02-20T12:53:40+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,66,28675156,2015-02-20T13:25:51+00:00,2015-02-20T13:26:07+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,66,29881713,2015-02-20T11:17:49+00:00,2015-02-20T11:18:13+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,66,31372936,2015-02-20T12:24:17+00:00,2015-02-20T12:24:39+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,67,11106820,2015-02-20T13:17:51+00:00,2015-02-20T13:19:01+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,67,24104564,2015-02-20T12:44:53+00:00,2015-02-20T12:45:03+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,67,26024737,2015-02-20T12:54:07+00:00,2015-02-20T12:54:19+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,67,26336767,2015-02-20T13:09:41+00:00,2015-02-20T13:10:16+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,67,27934334,2015-02-20T13:31:22+00:00,2015-02-20T13:31:38+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,67,28675156,2015-02-20T13:23:46+00:00,2015-02-20T13:24:22+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,67,31127245,2015-02-20T13:00:52+00:00,2015-02-20T13:01:24+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,68,11106820,2015-02-20T13:21:14+00:00,2015-02-20T13:22:04+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,68,23352788,2015-02-20T13:56:42+00:00,2015-02-20T13:57:07+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,68,26336767,2015-02-20T13:11:59+00:00,2015-02-20T13:12:25+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,68,27934334,2015-02-20T13:32:50+00:00,2015-02-20T13:33:19+00:00,[NONE],0,0,0,0,0,0,0,0,0,1
49,68,28675156,2015-02-20T13:26:40+00:00,2015-02-20T13:27:38+00:00,[NONE],0,0,0,0,0,0,0,0,0,1
49,68,29411108,2015-02-20T13:43:53+00:00,2015-02-20T13:44:18+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,68,31127245,2015-02-20T13:03:23+00:00,2015-02-20T13:03:34+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,69,12691973,2015-02-20T14:05:43+00:00,2015-02-20T14:06:00+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,69,13581319,2015-02-20T19:04:06+00:00,2015-02-20T19:04:25+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,69,23352788,2015-02-20T13:58:30+00:00,2015-02-20T13:58:50+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,69,24796792,2015-02-20T15:41:15+00:00,2015-02-20T15:41:33+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,69,30064988,2015-02-20T16:41:21+00:00,2015-02-20T16:41:41+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,69,30144450,2015-02-20T16:45:41+00:00,2015-02-20T16:45:57+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,69,31308168,2015-02-20T16:33:43+00:00,2015-02-20T16:33:59+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,70,12691973,2015-02-20T14:04:56+00:00,2015-02-20T14:05:22+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,70,13581319,2015-02-20T19:03:52+00:00,2015-02-20T19:04:06+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,70,23352788,2015-02-20T13:57:54+00:00,2015-02-20T13:58:14+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,70,24796792,2015-02-20T15:40:48+00:00,2015-02-20T15:41:02+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,70,29411108,2015-02-20T13:44:57+00:00,2015-02-20T13:45:11+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,70,30064988,2015-02-20T16:40:18+00:00,2015-02-20T16:40:52+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,70,31308168,2015-02-20T16:33:00+00:00,2015-02-20T16:33:22+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],1,0,0,0,0,1,0,0,0,0
49,71,11106820,2015-02-20T13:20:50+00:00,2015-02-20T13:21:13+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,71,23352788,2015-02-20T13:56:00+00:00,2015-02-20T13:56:41+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,71,26336767,2015-02-20T13:11:39+00:00,2015-02-20T13:11:57+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,71,27934334,2015-02-20T13:32:36+00:00,2015-02-20T13:32:49+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,71,28675156,2015-02-20T13:26:26+00:00,2015-02-20T13:26:39+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,71,29411108,2015-02-20T13:43:37+00:00,2015-02-20T13:43:52+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,71,31127245,2015-02-20T13:03:07+00:00,2015-02-20T13:03:21+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
49,72,1901929,2015-02-20T11:49:44+00:00,2015-02-20T11:49:59+00:00,[Disappearance_of_Malaysia_Airlines_Flight_370],0,0,0,0,0,1,0,0,0,0
