"Sent_id","Work_id","judgement","source","spam","opt_judg","start_time","end_time"
908089,19192508,"[other]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:55:18,2014-07-13 19:56:40
908089,28013393,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 20:05:01,2014-07-13 20:05:28
908089,28503042,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 20:11:15,2014-07-13 20:11:59
908089,28397222,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 20:33:00,2014-07-13 20:33:57
908089,18755947,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 20:47:18,2014-07-13 20:47:37
908046,2143114,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 18:45:03,2014-07-13 18:45:33
908046,19803139,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 18:45:26,2014-07-13 18:45:46
908046,18517457,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 18:52:38,2014-07-13 18:52:59
908046,21515166,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 18:57:42,2014-07-13 18:58:11
908046,17610000,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause",2014-07-13 19:01:42,2014-07-13 19:01:52
908046,19686223,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:03:02,2014-07-13 19:04:26
908046,28276268,"[contraindicates]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 19:14:27,2014-07-13 19:15:07
908046,27871219,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:14:47,2014-07-13 19:15:12
908046,9378607,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:28:42,2014-07-13 19:29:07
908046,13763729,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:33:43,2014-07-13 19:34:03
908046,24482174,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:47:25,2014-07-13 19:48:08
908046,6365250,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:53:44,2014-07-13 19:54:17
908046,19192508,"[other]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:06:19,2014-07-13 20:06:39
908046,28013393,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 20:06:26,2014-07-13 20:06:49
908046,28503042,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 20:12:32,2014-07-13 20:13:32
905453,27793793,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:42:30,2014-07-13 18:43:00
905453,18517457,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:41:58,2014-07-13 18:44:54
905453,19803139,"[other]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:53:06,2014-07-13 18:53:32
905453,17610000,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 19:02:18,2014-07-13 19:02:26
905453,19686223,"[causes] [causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:08:25,2014-07-13 19:09:33
905453,25451531,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:16:05,2014-07-13 19:17:34
905453,28276268,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause",2014-07-13 19:18:06,2014-07-13 19:18:36
905453,15189335,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:20:40,2014-07-13 19:22:44
905453,25990856,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:31:49,2014-07-13 19:32:02
905453,13763729,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:42:46,2014-07-13 19:43:53
905453,28013393,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:12:23,2014-07-13 20:12:54
905453,28503042,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 20:19:32,2014-07-13 20:19:58
905453,28397222,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 20:37:53,2014-07-13 20:39:58
905453,18755947,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:43:24,2014-07-13 20:43:54
905453,28301350,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:40:18,2014-07-13 21:40:36
902345,27793793,"[is_a]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:41:48,2014-07-13 18:42:12
902345,19803139,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:46:10,2014-07-13 18:46:41
902345,2143114,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:47:09,2014-07-13 18:47:40
902345,27871219,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:47:31,2014-07-13 18:48:12
902345,18517457,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:51:26,2014-07-13 18:51:45
902345,9378607,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:53:11,2014-07-13 18:54:30
902345,15189335,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:58:31,2014-07-13 18:59:47
902345,21515166,"[part_of]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:01:47,2014-07-13 19:02:55
902345,17610000,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause",2014-07-13 19:05:31,2014-07-13 19:05:38
902345,25451531,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:05:27,2014-07-13 19:06:25
902345,19686223,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:05:29,2014-07-13 19:06:54
902345,25990856,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:26:39,2014-07-13 19:26:54
902345,13763729,"[is_a]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:40:12,2014-07-13 19:41:00
902345,24482174,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 20:01:31,2014-07-13 20:02:11
902345,28013393,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 20:06:02,2014-07-13 20:06:25
902029,19803139,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:54:45,2014-07-13 18:55:23
902029,17610000,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause",2014-07-13 19:05:15,2014-07-13 19:05:21
902029,21515166,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:05:28,2014-07-13 19:06:17
902029,25224036,"[part_of]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 19:09:16,2014-07-13 19:09:26
902029,15189335,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:17:26,2014-07-13 19:19:09
902029,19686223,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:24:18,2014-07-13 19:25:11
902029,27871219,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:40:25,2014-07-13 19:40:51
902029,24482174,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:41:42,2014-07-13 19:42:59
902029,28503042,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 20:12:00,2014-07-13 20:12:31
902029,18755947,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:46:04,2014-07-13 20:46:22
902029,26649250,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 21:14:54,2014-07-13 21:15:24
902029,28301350,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:41:15,2014-07-13 21:41:36
902029,28397222,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:41:04,2014-07-13 21:41:51
902029,24449707,"[other]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:44:26,2014-07-13 21:44:40
902029,15439740,"[part_of]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 22:56:15,2014-07-13 22:57:37
906826,21515166,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:06:56,2014-07-13 19:07:18
906826,28276268,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 19:16:17,2014-07-13 19:17:34
906826,19686223,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:17:17,2014-07-13 19:17:59
906826,25451531,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:22:25,2014-07-13 19:23:17
906826,9378607,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:27:56,2014-07-13 19:28:41
906826,25990856,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:28:50,2014-07-13 19:29:21
906826,19192508,"[none]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:02:58,2014-07-13 20:04:13
906826,18755947,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 20:43:57,2014-07-13 20:44:27
906826,26649250,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:08:25,2014-07-13 21:08:57
906826,28397222,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:40:03,2014-07-13 21:41:03
906826,28301350,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:41:53,2014-07-13 21:42:16
906826,24449707,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:43:10,2014-07-13 21:43:27
906826,15439740,"[other] [associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 22:50:24,2014-07-13 22:52:07
906826,16827630,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 22:57:22,2014-07-13 22:58:19
906826,10428985,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 23:05:08,2014-07-13 23:06:59
906906,2143114,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:55:45,2014-07-13 18:56:56
906906,15189335,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:56:30,2014-07-13 18:57:07
906906,25451531,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:00:58,2014-07-13 19:01:28
906906,19686223,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:02:34,2014-07-13 19:03:01
906906,21515166,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:04:30,2014-07-13 19:04:58
906906,25224036,"[part_of]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 19:08:41,2014-07-13 19:08:50
906906,18755947,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:10:07,2014-07-13 19:12:08
906906,28276268,"[diagnose_by_test_or_drug] [causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause",2014-07-13 19:17:36,2014-07-13 19:18:04
906906,27871219,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:19:07,2014-07-13 19:19:37
906906,9378607,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:21:33,2014-07-13 19:22:00
906906,25990856,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:23:07,2014-07-13 19:23:20
906906,13763729,"[diagnose_by_test_or_drug]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:44:12,2014-07-13 19:44:32
906906,24482174,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:52:44,2014-07-13 19:54:27
906906,28013393,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:08:23,2014-07-13 20:09:09
906906,28503042,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 20:10:00,2014-07-13 20:10:54
905060,27793793,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:48:07,2014-07-13 18:48:23
905060,18517457,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:54:20,2014-07-13 18:54:34
905060,21515166,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:53:54,2014-07-13 18:54:53
905060,25224036,"[part_of]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 19:05:24,2014-07-13 19:05:32
905060,25990856,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:22:50,2014-07-13 19:23:05
905060,28276268,"[associated_with] [causes] [treats] [diagnose_by_test_or_drug] [location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause treat",2014-07-13 19:27:56,2014-07-13 19:28:52
905060,24482174,"[location] [part_of]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:58:33,2014-07-13 19:59:18
905060,28013393,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:23:31,2014-07-13 20:23:52
905060,14861092,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:36:59,2014-07-13 20:37:30
905060,18755947,"[location]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:51:32,2014-07-13 20:52:08
905060,26649250,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 21:08:57,2014-07-13 21:09:41
905060,28397222,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 21:23:25,2014-07-13 21:26:06
905060,28301350,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 21:38:03,2014-07-13 21:38:58
905060,24449707,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 21:41:24,2014-07-13 21:41:48
905060,15439740,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause",2014-07-13 22:52:50,2014-07-13 22:55:52
906151,18517457,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:45:20,2014-07-13 18:45:47
906151,21515166,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:02:56,2014-07-13 19:04:29
906151,25224036,"[part_of]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 19:07:28,2014-07-13 19:07:41
906151,15189335,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:13:15,2014-07-13 19:14:13
906151,27871219,"[none]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:13:49,2014-07-13 19:14:46
906151,25451531,"[other]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:21:35,2014-07-13 19:22:24
906151,19686223,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:21:36,2014-07-13 19:22:34
906151,28276268,"[causes] [associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause",2014-07-13 19:29:21,2014-07-13 19:30:19
906151,13763729,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:38:44,2014-07-13 19:39:19
906151,19192508,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:00:30,2014-07-13 20:01:09
906151,24482174,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:02:17,2014-07-13 20:03:07
906151,28503042,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:04:18,2014-07-13 20:04:39
906151,28013393,"[is_a]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:12:57,2014-07-13 20:14:02
906151,27793793,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:16:31,2014-07-13 20:16:52
906151,26649250,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 21:07:23,2014-07-13 21:07:55
908057,19803139,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 18:45:47,2014-07-13 18:46:08
908057,2143114,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 18:59:37,2014-07-13 19:01:54
908057,25451531,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 19:02:05,2014-07-13 19:02:58
908057,17610000,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"cause",2014-07-13 19:02:51,2014-07-13 19:03:00
908057,21515166,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 19:06:18,2014-07-13 19:06:55
908057,27871219,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:06:29,2014-07-13 19:07:22
908057,25224036,"[part_of]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",1,"none",2014-07-13 19:08:51,2014-07-13 19:09:06
908057,15189335,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:15:43,2014-07-13 19:17:23
908057,19192508,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 19:54:44,2014-07-13 19:55:16
908057,24482174,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:00:53,2014-07-13 20:01:25
908057,28013393,"[is_a]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:07:46,2014-07-13 20:08:22
908057,28503042,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 20:17:09,2014-07-13 20:17:39
908057,27793793,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 20:20:58,2014-07-13 20:21:17
908057,18755947,"[treats]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0," treat",2014-07-13 20:51:14,2014-07-13 20:51:30
908057,26649250,"[associated_with]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"none",2014-07-13 21:12:29,2014-07-13 21:13:01
902194,27871219,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:47:03,2014-07-13 18:47:30
902194,19803139,"[causes]","expert_run/output/RelEx/10/RelEx_batch_10_withFactSpan_cause.csv",0,"cause",2014-07-13 18:49:41,2014-07-13 18:50:11
