unit,duration,input.avg_rating,input.bitdepth,input.bitrate,input.channels,input.description,input.duration,input.experiment_url,input.group,input.id,input.license,input.name,input.num_ratings,input.preview-hq-mp3,input.preview-hq-ogg,input.samplerate,input.tags,input.type,input.url,input.username,job,metrics.avg_magnitude,metrics.avg_max_relation_Cos,metrics.avg_norm_magnitude,metrics.avg_vector_size,output.keywords,output.keywords.metrics,worker
637324964,59.5,3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,,,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash,f669064,4.582575695,0.6546536707,0.3055050463,13,"Counter({'electronic': 3, 'alien_sound_effects': 1, 'whine': 1, 'synthesiser': 1, 'robot': 1, 'alien': 1, 'synthesizer': 1, 'computer': 1, 'computer_game': 1, 'swoosh': 1, 'electronic_sounds': 1, 'musical': 1, 'techno_sounds': 1})","{'vector_size': 13, 'magnitude': 4.5825756949558398, 'max_relation_Cos': 0.6546536707079772, 'norm_magnitude': 0.30550504633038933}",10
666412983,71.6,3.5454545455,16,1411,2,lead bass rise made with Blackbox from arcDev Noise Industries ,5.12,http://kyoto.let.vu.nl/~miltenburg/sounds/3174.mp3,,3174,http://creativecommons.org/licenses/by/3.0/,black lead_Blackbox (suonho).wav,11,https://www.freesound.org/data/previews/3/3174_308-hq.mp3,https://www.freesound.org/data/previews/3/3174_308-hq.ogg,44100,vintage commnication computing effect film fx lead movie raw retro sci-fi scoring signal soundeffect soundesign soundtrack spaceship sweep synth analog synthesizer synth-noise,wav,https://www.freesound.org/people/suonho/sounds/3174/,suonho,f685066,5,0.6,0.2941176471,14,"Counter({'buzz': 3, 'annoying': 2, 'laser_gun': 1, 'rapid_buzzing_noise': 1, 'a_drill': 1, 'aliens': 1, 'brief': 1, 'high_pitched': 1, 'crackleeee': 1, 'sound_effect': 1, 'music': 1, 'buzzing': 1, 'cement_drill_loud': 1, 'helicopter': 1})","{'vector_size': 14, 'magnitude': 5.0, 'max_relation_Cos': 0.59999999999999998, 'norm_magnitude': 0.29411764705882354}",10
637324965,59.5,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,,,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector,f669064,3.6055512755,0.2773500981,0.2773500981,13,"Counter({'ding': 1, 'beat': 1, 'notification': 1, 'bing': 1, 'ping': 1, 'note': 1, 'dull_metallic_tap': 1, 'cell_phone_text_alert': 1, 'slience': 1, 'pinging_sound': 1, 'ring': 1, 'click': 1, 'electronic_drum': 1})","{'vector_size': 13, 'magnitude': 3.6055512754639891, 'max_relation_Cos': 0.27735009811261457, 'norm_magnitude': 0.27735009811261457}",10
658295899,68,4.3611111111,16,1411,2,"firstly i've created a few selfmade patcheswith a couple of free virtual analog vsti (synth1 and crystal, mostly)to produce some classic analog computing sounds then i processed all with some cool digital fx (like cyclotron, heizenbox, transverb, etc.)the result is a sort of 'clash' between analog and digital computing sounds",5.8078911565,http://kyoto.let.vu.nl/~miltenburg/sounds/3639.mp3,,3639,http://creativecommons.org/licenses/by/3.0/,futuretrocomputing_02_suonho.wav,36,https://www.freesound.org/data/previews/3/3639_308-hq.mp3,https://www.freesound.org/data/previews/3/3639_308-hq.ogg,44100,vintage beep synthesizer analog commnication computing digital effect film future fx lab movie oldschool retro sci-fi scoring signal soundeffect soundesign soundtrack space synth bleep computer,wav,https://www.freesound.org/people/suonho/sounds/3639/,suonho,f680552,5.4772255751,0.3651483717,0.2282177323,21,"Counter({'': 2, 'bleeping': 2, 'electronic': 2, 'synthetic': 1, 'dj_mix': 1, 'computer': 1, 'tecno_sound': 1, 'glitch': 1, 'technology': 1, 'abstract': 1, 'random': 1, 'telephony': 1, 'beeps': 1, 'spaceship': 1, 'beep': 1, 'computerized': 1, 'machine': 1, 'robotic': 1, 'gurgling': 1, 'electro': 1, 'music_error': 1})","{'vector_size': 21, 'magnitude': 5.4772255750516612, 'max_relation_Cos': 0.36514837167011072, 'norm_magnitude': 0.22821773229381923}",10
689712869,54.1,4.2666666667,16,1411,2,"firstly i've created a few selfmade patcheswith a couple of free virtual analog vsti (synth1 and crystal, mostly)to produce some classic analog computing sounds then i processed all with some cool digital fx (like cyclotron, heizenbox, transverb, etc.)the result is a sort of 'clash' between analog and digital computing sounds",4.4582312925,http://kyoto.let.vu.nl/~miltenburg/sounds/3642.mp3,,3642,http://creativecommons.org/licenses/by/3.0/,futuretrocomputing_05_suonho.wav,30,https://www.freesound.org/data/previews/3/3642_308-hq.mp3,https://www.freesound.org/data/previews/3/3642_308-hq.ogg,44100,vintage beep synthesizer analog commnication computing digital effect film future fx movie oldschool retro sci-fi scoring signal soundeffect soundesign soundtrack space synth bleep computer,wav,https://www.freesound.org/people/suonho/sounds/3642/,suonho,f702793,4.1231056256,0.4850712501,0.2748737084,14,"Counter({'beeping': 2, 'synthetic': 1, 'computor': 1, 'electronic_games_80ties': 1, 'computer': 1, 'ringing': 1, 'computer_noises': 1, 'technological': 1, 'robot': 1, 'electronic_machinery': 1, 'high_tech': 1, 'robotic': 1, 'mechanical': 1, 'futuristic': 1})","{'vector_size': 14, 'magnitude': 4.1231056256176606, 'max_relation_Cos': 0.48507125007266594, 'norm_magnitude': 0.27487370837451069}",10
658295875,80.7,4.4090909091,16,1411,2,"firstly i've created a few selfmade patcheswith a couple of free virtual analog vsti (synth1 and crystal, mostly)to produce some classic analog computing sounds then i processed all with some cool digital fx (like cyclotron, heizenbox, transverb, etc.)the result is a sort of 'clash' between analog and digital computing sounds",5.874739229,http://kyoto.let.vu.nl/~miltenburg/sounds/3643.mp3,,3643,http://creativecommons.org/licenses/by/3.0/,futuretrocomputing_06_suonho.wav,22,https://www.freesound.org/data/previews/3/3643_308-hq.mp3,https://www.freesound.org/data/previews/3/3643_308-hq.ogg,44100,vintage beep synthesizer analog commnication computing digital effect energy film future fx loading movie oldschool retro sci-fi scoring signal soundeffect soundesign soundtrack space synth bleep computer,wav,https://www.freesound.org/people/suonho/sounds/3643/,suonho,f680552,5.2915026221,0.5669467095,0.2939723679,14,"Counter({'electronic': 3, 'computer_analysing': 2, 'buzzing': 2, 'pinball_machine': 1, 'buzzy': 1, 'space': 1, 'computer_noises': 1, 'digital_music': 1, 'bleep': 1, 'varried': 1, 'beeping': 1, 'machine_noises': 1, 'noise': 1, 'keyboard': 1})","{'vector_size': 14, 'magnitude': 5.2915026221291814, 'max_relation_Cos': 0.56694670951384085, 'norm_magnitude': 0.29397236789606562}",10
658295869,82.8,4.4444444444,16,1411,2,"firstly i've created a few selfmade patcheswith a couple of free virtual analog vsti (synth1 and crystal, mostly)to produce some classic analog computing sounds then i processed all with some cool digital fx (like cyclotron, heizenbox, transverb, etc.)the result is a sort of 'clash' between analog and digital computing sounds",5.9057142857,http://kyoto.let.vu.nl/~miltenburg/sounds/3646.mp3,,3646,http://creativecommons.org/licenses/by/3.0/,futuretrocomputing_09_suonho.wav,9,https://www.freesound.org/data/previews/3/3646_308-hq.mp3,https://www.freesound.org/data/previews/3/3646_308-hq.ogg,44100,vintage beep synthesizer analog commnication computing digital effect film future fx lab movie oldschool retro sci-fi scoring signal soundeffect soundesign soundtrack space synth bleep computer,wav,https://www.freesound.org/people/suonho/sounds/3646/,suonho,f680552,3.6055512755,0.2773500981,0.2773500981,13,"Counter({'keys': 1, 'computer_noises': 1, 'keyboard': 1, 'old_computer_analysing': 1, 'robot': 1, 'old_robot': 1, 'high_pitched': 1, 'beeping': 1, 'music': 1, 'digital': 1, 'annoying': 1, 'playing': 1, 'electronic_music': 1})","{'vector_size': 13, 'magnitude': 3.6055512754639891, 'max_relation_Cos': 0.27735009811261457, 'norm_magnitude': 0.27735009811261457}",10
661819878,58.7,4.277992278,16,1411,2,"firstly i've created a few selfmade patcheswith a couple of free virtual analog vsti (synth1 and crystal, mostly)to produce some classic analog computing sounds then i processed all with some cool digital fx (like cyclotron, heizenbox, transverb, etc.)the result is a sort of 'clash' between analog and digital computing sounds",5.5473922903,http://kyoto.let.vu.nl/~miltenburg/sounds/3647.mp3,,3647,http://creativecommons.org/licenses/by/3.0/,futuretrocomputing_10_suonho.wav,259,https://www.freesound.org/data/previews/3/3647_308-hq.mp3,https://www.freesound.org/data/previews/3/3647_308-hq.ogg,44100,data info overload commnication computing digital effect film future fx vintage beep busy synthesizer analog lab movie oldschool retro sci-fi scoring signal soundeffect soundesign soundtrack space synth computer bleep,wav,https://www.freesound.org/people/suonho/sounds/3647/,suonho,f681956,4.2426406871,0.4714045208,0.3030457634,12,"Counter({'computer': 2, 'robot': 2, 'alien': 1, 'remix': 1, 'shift': 1, 'telephone': 1, 'robotic_computer_noises': 1, 'high': 1, 'blip': 1, 'pitchy': 1, 'test': 1, 'chaneel': 1})","{'vector_size': 12, 'magnitude': 4.2426406871192848, 'max_relation_Cos': 0.47140452079103179, 'norm_magnitude': 0.30304576336566319}",10
665018703,90.9,4.3615384615,16,1411,2,"I have tried to (re)produce some 'classic' glitches with all sort of noises (synthetic, mechanic, crashes, statics) they have been discards during previous editings recovered, re-treated and re-arranged in some musical (?) way because what someone throws away for others can be a treasure [this sound is part of a pack of 20 different samples]",5.3575283447,http://kyoto.let.vu.nl/~miltenburg/sounds/3788.mp3,,3788,http://creativecommons.org/licenses/by/3.0/,glitch_01_glitchclichè_(suonho).wav,65,https://www.freesound.org/data/previews/3/3788_308-hq.mp3,https://www.freesound.org/data/previews/3/3788_308-hq.ogg,44100,minimal crushed lowbit downsampled lofi low-fi abstract braindance click effect electro idm mechanical synth digital glitch noise,wav,https://www.freesound.org/people/suonho/sounds/3788/,suonho,f683873,5.8309518948,0.6859943406,0.2915475947,16,"Counter({'tapping': 4, 'pop': 2, 'alternating': 1, 'stereo': 1, 'drumming': 1, 'drum': 1, 'percussion': 1, 'beat': 1, 'tap': 1, 'clicks': 1, 'tapping_speakers': 1, 'beats': 1, 'da_da_da': 1, 'music': 1, 'click': 1, 'popping': 1})","{'vector_size': 16, 'magnitude': 5.8309518948453007, 'max_relation_Cos': 0.68599434057003528, 'norm_magnitude': 0.29154759474226505}",10
689712716,91.1,4.5,16,1411,2,"I have tried to (re)produce some 'classic' glitches with all sort of noises (synthetic, mechanic, crashes, statics) they have been discards during previous editings recovered, re-treated and re-arranged in some musical (?) way because what someone throws away for others can be a treasure [this sound is part of a pack of 20 different samples]",4.750861678,http://kyoto.let.vu.nl/~miltenburg/sounds/3789.mp3,,3789,http://creativecommons.org/licenses/by/3.0/,glitch_02_StatiqGlitch_(suonho).wav,29,https://www.freesound.org/data/previews/3/3789_308-hq.mp3,https://www.freesound.org/data/previews/3/3789_308-hq.ogg,44100,minimal electric crushed downsampled filter cutoff downgrade lowbit flamed lowfi click synth contemporary effect electro processed static abstract glitch digital noise,wav,https://www.freesound.org/people/suonho/sounds/3789/,suonho,f702793,5.7445626465,0.5222329679,0.2497635933,19,"Counter({'music': 3, 'drum': 2, '': 2, 'rhythmic': 1, 'equalizer': 1, 'rhythem': 1, 'slow': 1, 'beat': 1, 'keyboard_sound': 1, 'clapping': 1, 'fidgeting_pencil': 1, 'guitar': 1, 'synthesizer': 1, 'steps': 1, 'rhythm': 1, 'scratching': 1, 'static': 1, 'shaking': 1, 'stomp': 1})","{'vector_size': 19, 'magnitude': 5.7445626465380286, 'max_relation_Cos': 0.5222329678670935, 'norm_magnitude': 0.24976359332774037}",10
725641981,60.1,4.6428571429,16,1411,2,"I have tried to (re)produce some 'classic' glitches with all sort of noises (synthetic, mechanic, crashes, statics) they have been discards during previous editings recovered, re-treated and re-arranged in some musical (?) way because what someone throws away for others can be a treasure [this sound is part of a pack of 20 different samples]",1.9330612245,http://kyoto.let.vu.nl/~miltenburg/sounds/3790.mp3,343,3790,http://creativecommons.org/licenses/by/3.0/,glitch_03_decuts-b_(suonho).wav,7,https://www.freesound.org/data/previews/3/3790_308-hq.mp3,https://www.freesound.org/data/previews/3/3790_308-hq.ogg,44100,synth click contemporary processed static abstract effect electro digital glitch noise,wav,https://www.freesound.org/people/suonho/sounds/3790/,suonho,f730379_9_264,5.0990195136,0.3922322703,0.2832788619,14,"Counter({'tap': 2, 'footsteps': 2, 'music': 2, 'tapping': 2, 'knock': 1, 'clicking': 1, 'tap_dancing': 1, 'boucing_ball': 1, 'bang': 1, 'keyboard': 1, 'hammer': 1, 'drum': 1, 'loud': 1, 'click': 1})","{'vector_size': 14, 'magnitude': 5.0990195135927845, 'max_relation_Cos': 0.39223227027636809, 'norm_magnitude': 0.28327886186626583}",10
725641855,66.2,4.5454545455,16,1411,2,"I have tried to (re)produce some 'classic' glitches with all sort of noises (synthetic, mechanic, crashes, statics) they have been discards during previous editings recovered, re-treated and re-arranged in some musical (?) way because what someone throws away for others can be a treasure [this sound is part of a pack of 20 different samples]",1.8285714286,http://kyoto.let.vu.nl/~miltenburg/sounds/3791.mp3,301,3791,http://creativecommons.org/licenses/by/3.0/,glitch_04_outtaqes_(suonho).wav,11,https://www.freesound.org/data/previews/3/3791_308-hq.mp3,https://www.freesound.org/data/previews/3/3791_308-hq.ogg,44100,abstract click contemporary hi-tech processed static synth effect electro digital noise glitch,wav,https://www.freesound.org/people/suonho/sounds/3791/,suonho,f730379_9_264,3.8729833462,0.2581988897,0.2581988897,15,"Counter({'knock': 1, 'taps': 1, 'driving_it_digital': 1, 'beat': 1, 'stomp': 1, 'metal': 1, 'stamp_press': 1, 'peculiar': 1, 'rumble': 1, 'techno': 1, 'clop': 1, 'machinery': 1, 'drum_beats': 1, 'clicks': 1, 'clack': 1})","{'vector_size': 15, 'magnitude': 3.872983346207417, 'max_relation_Cos': 0.2581988897471611, 'norm_magnitude': 0.25819888974716115}",10
666413013,97,4.4174757282,16,1411,2,"I have tried to (re)produce some 'classic' glitches with all sort of noises (synthetic, mechanic, crashes, statics) they have been discards during previous editings recovered, re-treated and re-arranged in some musical (?) way because what someone throws away for others can be a treasure [this sound is part of a pack of 20 different samples]",5.0793650794,http://kyoto.let.vu.nl/~miltenburg/sounds/3795.mp3,,3795,http://creativecommons.org/licenses/by/3.0/,glitch_08_jeniusjelinek_(suonho).wav,103,https://www.freesound.org/data/previews/3/3795_308-hq.mp3,https://www.freesound.org/data/previews/3/3795_308-hq.ogg,44100,minimal click contemporary crash disconnected effect electro synth processed static abstract hi-tech lo-fi loose lowbit glitch digital noise,wav,https://www.freesound.org/people/suonho/sounds/3795/,suonho,f685066,6.4031242374,0.6246950476,0.278396706,17,"Counter({'static': 4, '': 2, 'buzz': 2, 'electronic': 2, 'beep': 1, '_stuck_record_': 1, 'tuning_in': 1, 'synthetic': 1, 'blips': 1, 'screech': 1, 'zinging': 1, 'ting': 1, 'fart': 1, 'beeping': 1, 'electrical': 1, 'tune': 1, 'blops': 1})","{'vector_size': 17, 'magnitude': 6.4031242374328485, 'max_relation_Cos': 0.62469504755442429, 'norm_magnitude': 0.27839670597534122}",10
725641984,55.5,4.5,16,1411,2,"I have tried to (re)produce some 'classic' glitches with all sort of noises (synthetic, mechanic, crashes, statics) they have been discards during previous editings recovered, re-treated and re-arranged in some musical (?) way because what someone throws away for others can be a treasure [this sound is part of a pack of 20 different samples]",1.9330612245,http://kyoto.let.vu.nl/~miltenburg/sounds/3799.mp3,344,3799,http://creativecommons.org/licenses/by/3.0/,glitch_12_whatabass_(suonho).wav,6,https://www.freesound.org/data/previews/3/3799_308-hq.mp3,https://www.freesound.org/data/previews/3/3799_308-hq.ogg,44100,synth bass click hi-tech processed abstract effect electro digital glitch noise,wav,https://www.freesound.org/people/suonho/sounds/3799/,suonho,f730379_9_264,4,0.5,0.2857142857,13,"Counter({'music': 2, 'quit': 1, 'drumming': 1, 'hip_hop': 1, 'bass': 1, 'beat': 1, 'rubbing': 1, 'crackle': 1, 'distortion': 1, 'guitar': 1, 'techno': 1, 'crinkle': 1, 'music_low': 1})","{'vector_size': 13, 'magnitude': 4.0, 'max_relation_Cos': 0.5, 'norm_magnitude': 0.2857142857142857}",10
689712812,72.6,4.2037037037,16,1411,2,"bad telecommunications like sounds.. overloads, chaos, crashes, puting.. the same method used for my 'FutuRetroComputing' pack : a few selfmade vsti patches, highly processed with lots of virtual digital gear (transverb, heizenbox, robobear, cyclotron ...) producing some 'clash' between analog and digital sounds(part of a pack of 12 samples) ",4.5418594104,http://kyoto.let.vu.nl/~miltenburg/sounds/4004.mp3,,4004,http://creativecommons.org/licenses/by/3.0/,articradio_iLLCommunications_suonho.wav,27,https://www.freesound.org/data/previews/4/4004_308-hq.mp3,https://www.freesound.org/data/previews/4/4004_308-hq.ogg,44100,radio cartoon commnication vintage raw sci-fi scoring signal soundeffect soundesign soundtrack space spaceship synth synthesizer effect film funny future fx movie noise oldschool retro lab digital computing analog data info tlc computer bleep,wav,https://www.freesound.org/people/suonho/sounds/4004/,suonho,f702793,3.8729833462,0.5163977795,0.3520893951,9,"Counter({'static': 2, 'buzz': 2, 'zing_zing': 1, 'electonic': 1, 'cranking_of_clock': 1, 'machinery': 1, 'interferance': 1, 'electric_sealer_sealing_up_food': 1, 'radio_interference': 1})","{'vector_size': 9, 'magnitude': 3.872983346207417, 'max_relation_Cos': 0.5163977794943222, 'norm_magnitude': 0.35208939510976517}",10
