judgment	duration	metrics.worker.agreement	output.keywords	output.keywords.agreement	started	submitted	unit	worker
1637622567	158	0	Counter({'outcry': 1})	0	2015-05-16 13:19:39	2015-05-16 13:22:17	722439233	10798016
1637626414	53	0.6810052246	Counter({'cheer': 1, 'yay': 1, 'crowd': 1})	0.6810052246	2015-05-16 13:34:18	2015-05-16 13:35:11	722439233	17950689
1637627455	40	0.8320502943	Counter({'cheer': 1})	0.8320502943	2015-05-16 13:38:09	2015-05-16 13:38:49	722439233	27939470
1637628206	80	0.825136997	Counter({'cheer': 1, 'crowd': 1})	0.825136997	2015-05-16 13:39:55	2015-05-16 13:41:15	722439233	18531561
1637646357	127	0.5940885258	Counter({'cheer': 1, 'celebration': 1})	0.5940885258	2015-05-16 14:38:42	2015-05-16 14:40:49	722439233	29849805
1637606416	34	0	Counter({'thump': 1})	0	2015-05-16 12:25:15	2015-05-16 12:25:49	722439234	13581319
1637612027	40	0.1666666667	Counter({'snap': 1, 'close': 1, 'bang': 1})	0.1666666667	2015-05-16 12:45:19	2015-05-16 12:45:59	722439234	23163165
1637612860	35	0	Counter({'drum': 1})	0	2015-05-16 12:48:39	2015-05-16 12:49:14	722439234	32732290
1637615964	87	0	Counter({'pole_pounding': 1})	0	2015-05-16 12:58:05	2015-05-16 12:59:32	722439234	6576528
1637621086	57	0	Counter({'guitar': 1, 'amp': 1, 'bass': 1})	0	2015-05-16 13:16:45	2015-05-16 13:17:42	722439234	26499212
1637623126	123	0	Counter({'tom': 1})	0	2015-05-16 13:22:18	2015-05-16 13:24:21	722439234	10798016
1637626590	28	0	Counter({'silence': 1})	0	2015-05-16 13:35:12	2015-05-16 13:35:40	722439234	17950689
1637627686	45	0.2672612419	Counter({'bang': 1})	0.2672612419	2015-05-16 13:38:50	2015-05-16 13:39:35	722439234	27939470
1637628360	38	0	Counter({'knock': 1, 'hit': 1})	0	2015-05-16 13:41:16	2015-05-16 13:41:54	722439234	18531561
1637646321	75	0	Counter({'tuu': 1})	0	2015-05-16 14:39:31	2015-05-16 14:40:46	722439234	31977841
1637606410	34	0	Counter({'clack': 1})	0	2015-05-16 12:25:15	2015-05-16 12:25:49	722439235	13581319
1637612026	40	0	Counter({'snap': 1, 'shut': 1})	0	2015-05-16 12:45:19	2015-05-16 12:45:59	722439235	23163165
1637612864	35	0	Counter({'tic_toc': 1})	0	2015-05-16 12:48:39	2015-05-16 12:49:14	722439235	32732290
1637615974	87	0	Counter({'factory': 1})	0	2015-05-16 12:58:05	2015-05-16 12:59:32	722439235	6576528
1637621080	57	0	Counter({'rolling': 1, 'dice': 1, 'tabletop': 1})	0	2015-05-16 13:16:45	2015-05-16 13:17:42	722439235	26499212
1637623125	123	0	Counter({'tap': 1})	0	2015-05-16 13:22:18	2015-05-16 13:24:21	722439235	10798016
1637626584	28	0	Counter({'shuffling': 1})	0	2015-05-16 13:35:12	2015-05-16 13:35:40	722439235	17950689
1637627687	45	0.2773500981	Counter({'click': 1})	0.2773500981	2015-05-16 13:38:50	2015-05-16 13:39:35	722439235	27939470
1637628361	38	0.2041241452	Counter({'staple': 1, 'click': 1})	0.2041241452	2015-05-16 13:41:16	2015-05-16 13:41:54	722439235	18531561
1637646322	75	0	Counter({'triclci': 1})	0	2015-05-16 14:39:31	2015-05-16 14:40:46	722439235	31977841
1637606407	34	0.7276068751	Counter({'camera_clicks': 1})	0.7276068751	2015-05-16 12:25:15	2015-05-16 12:25:49	722439236	13581319
1637612028	40	0.7276068751	Counter({'camera_clicks': 1})	0.7276068751	2015-05-16 12:45:19	2015-05-16 12:45:59	722439236	23163165
1637612863	35	0.7276068751	Counter({'camera_clicks': 1})	0.7276068751	2015-05-16 12:48:39	2015-05-16 12:49:14	722439236	32732290
1637615950	87	0	Counter({'steps': 1})	0	2015-05-16 12:58:05	2015-05-16 12:59:32	722439236	6576528
1637621082	57	0	Counter({'alien': 1, 'talking': 1, 'space': 1})	0	2015-05-16 13:16:45	2015-05-16 13:17:42	722439236	26499212
1637623133	123	0	Counter({'scrape': 1})	0	2015-05-16 13:22:18	2015-05-16 13:24:21	722439236	10798016
1637626588	28	0	Counter({'shuffling': 1})	0	2015-05-16 13:35:12	2015-05-16 13:35:40	722439236	17950689
1637627690	45	0	Counter({'jingling': 1})	0	2015-05-16 13:38:50	2015-05-16 13:39:35	722439236	27939470
1637628358	38	0.7276068751	Counter({'camera_clicks': 1})	0.7276068751	2015-05-16 13:41:16	2015-05-16 13:41:54	722439236	18531561
1637646323	75	0	Counter({'tissisis': 1})	0	2015-05-16 14:39:31	2015-05-16 14:40:46	722439236	31977841
1637606603	42	0.2773500981	Counter({'zip': 1})	0.2773500981	2015-05-16 12:25:50	2015-05-16 12:26:32	722439237	13581319
1637612200	42	0.2773500981	Counter({'zip': 1})	0.2773500981	2015-05-16 12:46:01	2015-05-16 12:46:43	722439237	23163165
1637613102	39	0	Counter({'record_scratch': 1})	0	2015-05-16 12:49:14	2015-05-16 12:49:53	722439237	32732290
1637616610	96	0	Counter({'electronica': 1})	0	2015-05-16 12:59:32	2015-05-16 13:01:08	722439237	6576528
1637621393	48	0	Counter({'alien': 1, 'beaming': 1, 'space': 1})	0	2015-05-16 13:17:43	2015-05-16 13:18:31	722439237	26499212
1637623568	74	0	Counter({'galling': 1})	0	2015-05-16 13:24:22	2015-05-16 13:25:36	722439237	10798016
1637626685	24	0	Counter({'beat': 1, 'drum': 1})	0	2015-05-16 13:35:41	2015-05-16 13:36:05	722439237	17950689
1637627923	50	0	Counter({'zap': 1})	0	2015-05-16 13:39:36	2015-05-16 13:40:26	722439237	27939470
1637629103	126	0	Counter({'bang': 1, 'static': 1})	0	2015-05-16 13:41:55	2015-05-16 13:44:01	722439237	18531561
1637646893	106	0	Counter({'wuuppp': 1})	0	2015-05-16 14:40:48	2015-05-16 14:42:34	722439237	31977841
1637606602	42	0	Counter({'computer': 1})	0	2015-05-16 12:25:50	2015-05-16 12:26:32	722439238	13581319
1637612201	42	0.6154574549	Counter({'voice_ok': 1, 'okay': 1, 'robot': 1})	0.6154574549	2015-05-16 12:46:01	2015-05-16 12:46:43	722439238	23163165
1637613104	39	0.3651483717	Counter({'okay': 1})	0.3651483717	2015-05-16 12:49:14	2015-05-16 12:49:53	722439238	32732290
1637616607	96	0.5669467095	Counter({'voice_ok': 1})	0.5669467095	2015-05-16 12:59:32	2015-05-16 13:01:08	722439238	6576528
1637621391	48	0.1054092553	Counter({'alien': 1, 'talking': 1, 'approval': 1})	0.1054092553	2015-05-16 13:17:43	2015-05-16 13:18:31	722439238	26499212
1637623567	74	0.5669467095	Counter({'voice_ok': 1})	0.5669467095	2015-05-16 13:24:22	2015-05-16 13:25:36	722439238	10798016
1637626684	24	0.1767766953	Counter({'talking': 1})	0.1767766953	2015-05-16 13:35:41	2015-05-16 13:36:05	722439238	17950689
1637627924	50	0.3651483717	Counter({'okay': 1})	0.3651483717	2015-05-16 13:39:36	2015-05-16 13:40:26	722439238	27939470
1637629105	126	0.4082482905	Counter({'voice_ok': 1, 'echo': 1})	0.4082482905	2015-05-16 13:41:55	2015-05-16 13:44:01	722439238	18531561
1637646894	106	0	Counter({'oookey': 1})	0	2015-05-16 14:40:48	2015-05-16 14:42:34	722439238	31977841
1637606604	42	0.2581988897	Counter({'buzz': 1})	0.2581988897	2015-05-16 12:25:50	2015-05-16 12:26:32	722439239	13581319
1637612203	42	0	Counter({'techno': 1, 'robot': 1, 'zap': 1})	0	2015-05-16 12:46:01	2015-05-16 12:46:43	722439239	23163165
1637613103	39	0	Counter({'electric_beat': 1})	0	2015-05-16 12:49:14	2015-05-16 12:49:53	722439239	32732290
1637616609	96	0	Counter({'sow': 1})	0	2015-05-16 12:59:32	2015-05-16 13:01:08	722439239	6576528
1637621396	48	0	Counter({'videogame': 1, 'old': 1, 'winning': 1})	0	2015-05-16 13:17:43	2015-05-16 13:18:31	722439239	26499212
1637623563	74	0	Counter({'scrape': 1})	0	2015-05-16 13:24:22	2015-05-16 13:25:36	722439239	10798016
1637626689	24	0	Counter({'saw': 1})	0	2015-05-16 13:35:41	2015-05-16 13:36:05	722439239	17950689
1637627925	50	0.2581988897	Counter({'buzz': 1})	0.2581988897	2015-05-16 13:39:36	2015-05-16 13:40:26	722439239	27939470
1637629095	126	0	Counter({'melodic': 1, 'vibrations': 1, 'electronic': 1})	0	2015-05-16 13:41:55	2015-05-16 13:44:01	722439239	18531561
1637646895	106	0	Counter({'trikcetrikcet': 1})	0	2015-05-16 14:40:48	2015-05-16 14:42:34	722439239	31977841
1637606796	28	0.7071067812	Counter({'bang': 1})	0.7071067812	2015-05-16 12:26:33	2015-05-16 12:27:01	722439240	13581319
1637612395	40	0.7071067812	Counter({'bang': 1})	0.7071067812	2015-05-16 12:46:44	2015-05-16 12:47:24	722439240	23163165
1637613232	31	0	Counter({'cannon': 1})	0	2015-05-16 12:49:55	2015-05-16 12:50:26	722439240	32732290
1637616864	65	0	Counter({'pounding': 1})	0	2015-05-16 13:01:09	2015-05-16 13:02:14	722439240	6576528
1637621717	60	0	Counter({'start': 1, 'movie': 1, 'serious': 1})	0	2015-05-16 13:18:32	2015-05-16 13:19:32	722439240	26499212
1637623882	79	0	Counter({'blow': 1})	0	2015-05-16 13:25:37	2015-05-16 13:26:56	722439240	10798016
1637626782	29	0	Counter({'blip': 1})	0	2015-05-16 13:36:06	2015-05-16 13:36:35	722439240	17950689
1637628128	37	0.7071067812	Counter({'bang': 1})	0.7071067812	2015-05-16 13:40:27	2015-05-16 13:41:04	722439240	27939470
1637629343	60	0.5144957554	Counter({'bang': 1, 'hit': 1})	0.5144957554	2015-05-16 13:44:02	2015-05-16 13:45:02	722439240	18531561
1637646748	80	0	Counter({'smash': 1})	0	2015-05-16 14:40:48	2015-05-16 14:42:08	722439240	32173073
1637606800	28	0	Counter({'thump': 1})	0	2015-05-16 12:26:33	2015-05-16 12:27:01	722439241	13581319
1637612397	40	0	Counter({'drop': 1, 'liquid': 1})	0	2015-05-16 12:46:44	2015-05-16 12:47:24	722439241	23163165
1637613236	31	0	Counter({'klang': 1})	0	2015-05-16 12:49:55	2015-05-16 12:50:26	722439241	32732290
1637616866	65	0	Counter({'factory': 1})	0	2015-05-16 13:01:09	2015-05-16 13:02:14	722439241	6576528
1637621720	60	0	Counter({'alleyway': 1, 'scary': 1, 'walking': 1})	0	2015-05-16 13:18:32	2015-05-16 13:19:32	722439241	26499212
1637623883	79	0	Counter({'splash': 1})	0	2015-05-16 13:25:37	2015-05-16 13:26:56	722439241	10798016
1637626780	29	0	Counter({'shuffling': 1})	0	2015-05-16 13:36:06	2015-05-16 13:36:35	722439241	17950689
1637628132	37	0.2672612419	Counter({'footsteps': 1})	0.2672612419	2015-05-16 13:40:27	2015-05-16 13:41:04	722439241	27939470
1637629336	60	0	Counter({'tap': 1, 'click': 1})	0	2015-05-16 13:44:02	2015-05-16 13:45:02	722439241	18531561
1637646746	80	0.1961161351	Counter({'footsteps': 1, 'echo': 1})	0.1961161351	2015-05-16 14:40:48	2015-05-16 14:42:08	722439241	32173073
1637606798	28	0.2672612419	Counter({'scratch': 1})	0.2672612419	2015-05-16 12:26:33	2015-05-16 12:27:01	722439242	13581319
1637612398	40	0.1961161351	Counter({'swivle': 1, 'techno': 1})	0.1961161351	2015-05-16 12:46:44	2015-05-16 12:47:24	722439242	23163165
1637613229	31	0	Counter({'whispers': 1})	0	2015-05-16 12:49:55	2015-05-16 12:50:26	722439242	32732290
1637616865	65	0	Counter({'bird': 1})	0	2015-05-16 13:01:09	2015-05-16 13:02:14	722439242	6576528
1637621719	60	0	Counter({'scary': 1, 'creepy': 1, 'claws': 1})	0	2015-05-16 13:18:32	2015-05-16 13:19:32	722439242	26499212
1637623884	79	0	Counter({'galling': 1})	0	2015-05-16 13:25:37	2015-05-16 13:26:56	722439242	10798016
1637626785	29	0.2672612419	Counter({'techno': 1})	0.2672612419	2015-05-16 13:36:06	2015-05-16 13:36:35	722439242	17950689
1637628123	37	0	Counter({'squeaking': 1})	0	2015-05-16 13:40:27	2015-05-16 13:41:04	722439242	27939470
1637629347	60	0	Counter({'murmur': 1})	0	2015-05-16 13:44:02	2015-05-16 13:45:02	722439242	18531561
1637646747	80	0.2672612419	Counter({'scratch': 1})	0.2672612419	2015-05-16 14:40:48	2015-05-16 14:42:08	722439242	32173073
1637606883	22	0	Counter({'clang': 1})	0	2015-05-16 12:27:02	2015-05-16 12:27:24	722439243	13581319
1637612529	41	0	Counter({'drop': 1, 'liquid': 1})	0	2015-05-16 12:47:25	2015-05-16 12:48:06	722439243	23163165
1637613498	72	0	Counter({'kick': 1})	0	2015-05-16 12:50:27	2015-05-16 12:51:39	722439243	32732290
1637617093	51	0	Counter({'hummer': 1})	0	2015-05-16 13:02:15	2015-05-16 13:03:06	722439243	6576528
1637622008	48	0	Counter({'aliens': 1, 'beaming': 1, 'futuristic': 1})	0	2015-05-16 13:19:33	2015-05-16 13:20:21	722439243	26499212
1637624438	106	0	Counter({'swash': 1})	0	2015-05-16 13:26:57	2015-05-16 13:28:43	722439243	10798016
1637626921	29	0	Counter({'shuffled': 1})	0	2015-05-16 13:36:36	2015-05-16 13:37:05	722439243	17950689
1637628326	39	0	Counter({'clunk': 1})	0	2015-05-16 13:41:06	2015-05-16 13:41:45	722439243	27939470
1637629579	52	0.2773500981	Counter({'drip': 1})	0.2773500981	2015-05-16 13:45:03	2015-05-16 13:45:55	722439243	18531561
1637646834	95	0.2041241452	Counter({'dropping': 1, 'drip': 1})	0.2041241452	2015-05-16 14:40:51	2015-05-16 14:42:26	722439243	29849805
1637606882	22	0	Counter({'clack': 1})	0	2015-05-16 12:27:02	2015-05-16 12:27:24	722439244	13581319
1637612530	41	0	Counter({'tin': 1, 'drop': 1, 'roof': 1})	0	2015-05-16 12:47:25	2015-05-16 12:48:06	722439244	23163165
1637613499	72	0	Counter({'boxing_ring': 1})	0	2015-05-16 12:50:27	2015-05-16 12:51:39	722439244	32732290
1637617095	51	0	Counter({'hummer': 1})	0	2015-05-16 13:02:15	2015-05-16 13:03:06	722439244	6576528
1637622009	48	0	Counter({'hitting': 1, 'cowbell': 1, 'drums': 1})	0	2015-05-16 13:19:33	2015-05-16 13:20:21	722439244	26499212
1637624437	106	0	Counter({'shtick': 1})	0	2015-05-16 13:26:57	2015-05-16 13:28:43	722439244	10798016
1637626920	29	0	Counter({'quick': 1})	0	2015-05-16 13:36:36	2015-05-16 13:37:05	722439244	17950689
1637628324	39	0.2581988897	Counter({'tap': 1})	0.2581988897	2015-05-16 13:41:06	2015-05-16 13:41:45	722439244	27939470
1637629580	52	0.1889822365	Counter({'tap': 1, 'click': 1})	0.1889822365	2015-05-16 13:45:03	2015-05-16 13:45:55	722439244	18531561
1637646835	95	0	Counter({'ping': 1, 'tinkle': 1})	0	2015-05-16 14:40:51	2015-05-16 14:42:26	722439244	29849805
1637606874	22	0.25	Counter({'buzz': 1})	0.25	2015-05-16 12:27:02	2015-05-16 12:27:24	722439245	13581319
1637612525	41	0	Counter({'shabang': 1})	0	2015-05-16 12:47:25	2015-05-16 12:48:06	722439245	23163165
1637613497	72	0	Counter({'electric_cymbal': 1})	0	2015-05-16 12:50:27	2015-05-16 12:51:39	722439245	32732290
1637617096	51	0	Counter({'electronica': 1})	0	2015-05-16 13:02:15	2015-05-16 13:03:06	722439245	6576528
1637622001	48	0	Counter({'zooming': 1, 'aliens': 1, 'space': 1})	0	2015-05-16 13:19:33	2015-05-16 13:20:21	722439245	26499212
1637624440	106	0	Counter({'scrape': 1})	0	2015-05-16 13:26:57	2015-05-16 13:28:43	722439245	10798016
1637626919	29	0	Counter({'saw': 1})	0	2015-05-16 13:36:36	2015-05-16 13:37:05	722439245	17950689
1637628325	39	0.25	Counter({'buzz': 1})	0.25	2015-05-16 13:41:06	2015-05-16 13:41:45	722439245	27939470
1637629577	52	0.1825741858	Counter({'vibration': 1, 'echo': 1})	0.1825741858	2015-05-16 13:45:03	2015-05-16 13:45:55	722439245	18531561
1637646832	95	0.15430335	Counter({'spring': 1, 'metal': 1, 'echo': 1})	0.15430335	2015-05-16 14:40:51	2015-05-16 14:42:26	722439245	29849805
1637607080	34	0	Counter({'click': 1})	0	2015-05-16 12:27:25	2015-05-16 12:27:59	722439246	13581319
1637612643	29	0	Counter({'bang': 1})	0	2015-05-16 12:48:06	2015-05-16 12:48:35	722439246	23163165
1637613778	40	0	Counter({'beat': 1})	0	2015-05-16 12:51:40	2015-05-16 12:52:20	722439246	32732290
1637617448	61	0.2294157339	Counter({'drum': 1})	0.2294157339	2015-05-16 13:03:07	2015-05-16 13:04:08	722439246	6576528
1637622280	51	0.298142397	Counter({'hitting': 1, 'tom_tom': 1, 'drum': 1})	0.298142397	2015-05-16 13:20:22	2015-05-16 13:21:13	722439246	26499212
1637624841	65	0.2294157339	Counter({'tom_tom': 1})	0.2294157339	2015-05-16 13:28:45	2015-05-16 13:29:50	722439246	10798016
1637627064	29	0	Counter({'tapped': 1})	0	2015-05-16 13:37:05	2015-05-16 13:37:34	722439246	17950689
1637628485	38	0.4850712501	Counter({'tap': 1})	0.4850712501	2015-05-16 13:41:46	2015-05-16 13:42:24	722439246	27939470
1637631827	31	0.4850712501	Counter({'tap': 1})	0.4850712501	2015-05-16 13:52:14	2015-05-16 13:52:45	722439246	18531561
1637647018	61	0.4850712501	Counter({'tap': 1})	0.4850712501	2015-05-16 14:42:09	2015-05-16 14:43:10	722439246	32173073
1637607078	34	0	Counter({'buzz': 1})	0	2015-05-16 12:27:25	2015-05-16 12:27:59	722439247	13581319
1637612645	29	0.2041241452	Counter({'techno': 1, 'zip': 1})	0.2041241452	2015-05-16 12:48:06	2015-05-16 12:48:35	722439247	23163165
1637613777	40	0	Counter({'engine_winding': 1})	0	2015-05-16 12:51:40	2015-05-16 12:52:20	722439247	32732290
1637617439	61	0	Counter({'electrical_sow': 1})	0	2015-05-16 13:03:07	2015-05-16 13:04:08	722439247	6576528
1637622278	51	0	Counter({'alien': 1, 'farts': 1, 'gross': 1})	0	2015-05-16 13:20:22	2015-05-16 13:21:13	722439247	26499212
1637624836	65	0	Counter({'galling': 1})	0	2015-05-16 13:28:45	2015-05-16 13:29:50	722439247	10798016
1637627065	29	0	Counter({'creaks': 1})	0	2015-05-16 13:37:05	2015-05-16 13:37:34	722439247	17950689
1637628487	38	0	Counter({'zap': 1})	0	2015-05-16 13:41:46	2015-05-16 13:42:24	722439247	27939470
1637631826	31	0.2041241452	Counter({'unwind': 1, 'zip': 1})	0.2041241452	2015-05-16 13:52:14	2015-05-16 13:52:45	722439247	18531561
1637647020	61	0	Counter({'motor': 1})	0	2015-05-16 14:42:09	2015-05-16 14:43:10	722439247	32173073
1637607077	34	0.6546536707	Counter({'bang': 1})	0.6546536707	2015-05-16 12:27:25	2015-05-16 12:27:59	722439248	13581319
1637612644	29	0.474341649	Counter({'bang': 1, 'shush': 1})	0.474341649	2015-05-16 12:48:06	2015-05-16 12:48:35	722439248	23163165
1637613776	40	0	Counter({'hammer': 1})	0	2015-05-16 12:51:40	2015-05-16 12:52:20	722439248	32732290
1637617437	61	0	Counter({'press': 1})	0	2015-05-16 13:03:07	2015-05-16 13:04:08	722439248	6576528
1637622279	51	0	Counter({'zooming': 1, 'aliens': 1, 'crash': 1})	0	2015-05-16 13:20:22	2015-05-16 13:21:13	722439248	26499212
1637624837	65	0	Counter({'shtick': 1})	0	2015-05-16 13:28:45	2015-05-16 13:29:50	722439248	10798016
1637627063	29	0	Counter({'starter': 1, 'motor': 1})	0	2015-05-16 13:37:05	2015-05-16 13:37:34	722439248	17950689
1637628489	38	0	Counter({'clunk': 1})	0	2015-05-16 13:41:46	2015-05-16 13:42:24	722439248	27939470
1637631825	31	0.474341649	Counter({'bang': 1, 'rustle': 1})	0.474341649	2015-05-16 13:52:14	2015-05-16 13:52:45	722439248	18531561
1637647019	61	0.474341649	Counter({'water': 1, 'bang': 1})	0.474341649	2015-05-16 14:42:09	2015-05-16 14:43:10	722439248	32173073
1637607249	24	0.5	Counter({'beep': 1})	0.5	2015-05-16 12:28:00	2015-05-16 12:28:24	722439249	13581319
1637612890	43	0	Counter({'techno': 1, 'zip': 1})	0	2015-05-16 12:48:37	2015-05-16 12:49:20	722439249	23163165
1637614093	63	0	Counter({'hip_hop': 1})	0	2015-05-16 12:52:21	2015-05-16 12:53:24	722439249	32732290
1637617655	57	0	Counter({'electronica': 1})	0	2015-05-16 13:04:09	2015-05-16 13:05:06	722439249	6576528
1637622629	72	0	Counter({'80s': 1, 'futuristic': 1, 'synth': 1})	0	2015-05-16 13:21:14	2015-05-16 13:22:26	722439249	26499212
1637625344	85	0	Counter({'scrape': 1})	0	2015-05-16 13:29:51	2015-05-16 13:31:16	722439249	10798016
1637627148	21	0	Counter({'toot': 1})	0	2015-05-16 13:37:35	2015-05-16 13:37:56	722439249	17950689
1637628781	54	0.5	Counter({'beep': 1})	0.5	2015-05-16 13:42:25	2015-05-16 13:43:19	722439249	27939470
1637632067	53	0.3651483717	Counter({'beep': 1, 'static': 1})	0.3651483717	2015-05-16 13:52:46	2015-05-16 13:53:39	722439249	18531561
1637647296	106	0	Counter({'melodic': 1, 'electronic': 1})	0	2015-05-16 14:42:27	2015-05-16 14:44:13	722439249	29849805
1637607252	24	0	Counter({'static': 1})	0	2015-05-16 12:28:00	2015-05-16 12:28:24	722439250	13581319
1637612894	43	0	Counter({'fart': 1, 'long': 1})	0	2015-05-16 12:48:37	2015-05-16 12:49:20	722439250	23163165
1637614092	63	0	Counter({'magic_finger': 1})	0	2015-05-16 12:52:21	2015-05-16 12:53:24	722439250	32732290
1637617657	57	0	Counter({'electronica': 1})	0	2015-05-16 13:04:09	2015-05-16 13:05:06	722439250	6576528
1637622627	72	0	Counter({'bass': 1, 'futuristic': 1, 'low': 1})	0	2015-05-16 13:21:14	2015-05-16 13:22:26	722439250	26499212
1637625342	85	0	Counter({'rasp': 1})	0	2015-05-16 13:29:51	2015-05-16 13:31:16	722439250	10798016
1637627149	21	0	Counter({'shuffler': 1})	0	2015-05-16 13:37:35	2015-05-16 13:37:56	722439250	17950689
1637628778	54	0	Counter({'zapping': 1})	0	2015-05-16 13:42:25	2015-05-16 13:43:19	722439250	27939470
1637632094	53	0	Counter({'whir': 1, 'vibration': 1})	0	2015-05-16 13:52:46	2015-05-16 13:53:39	722439250	18531561
1637647293	106	0	Counter({'buzzing': 1, 'scratchy': 1})	0	2015-05-16 14:42:27	2015-05-16 14:44:13	722439250	29849805
1637607254	24	0	Counter({'static': 1})	0	2015-05-16 12:28:00	2015-05-16 12:28:24	722439251	13581319
1637612892	43	0	Counter({'cashregister': 1, 'zip': 1})	0	2015-05-16 12:48:37	2015-05-16 12:49:20	722439251	23163165
1637614095	63	0	Counter({'elevator': 1})	0	2015-05-16 12:52:21	2015-05-16 12:53:24	722439251	32732290
1637617658	57	0	Counter({'something_press': 1})	0	2015-05-16 13:04:09	2015-05-16 13:05:06	722439251	6576528
1637622628	72	0	Counter({'alien': 1, 'angry': 1, 'beaming': 1})	0	2015-05-16 13:21:14	2015-05-16 13:22:26	722439251	26499212
1637625339	85	0	Counter({'blow': 1})	0	2015-05-16 13:29:51	2015-05-16 13:31:16	722439251	10798016
1637627139	21	0	Counter({'beep': 1})	0	2015-05-16 13:37:35	2015-05-16 13:37:56	722439251	17950689
1637628772	54	0	Counter({'machine': 1})	0	2015-05-16 13:42:25	2015-05-16 13:43:19	722439251	27939470
1637632064	53	0	Counter({'hum': 1, 'click': 1})	0	2015-05-16 13:52:46	2015-05-16 13:53:39	722439251	18531561
1637647294	106	0	Counter({'drill': 1, 'echo': 1})	0	2015-05-16 14:42:27	2015-05-16 14:44:13	722439251	29849805
1637607424	21	0.5345224838	Counter({'click': 1})	0.5345224838	2015-05-16 12:28:26	2015-05-16 12:28:47	722439252	13581319
1637613170	46	0	Counter({'snap': 1, 'wind': 1})	0	2015-05-16 12:49:21	2015-05-16 12:50:07	722439252	23163165
1637614547	90	0	Counter({'creaky': 1})	0	2015-05-16 12:53:25	2015-05-16 12:54:55	722439252	32732290
1637618012	72	0	Counter({'factory': 1})	0	2015-05-16 13:05:08	2015-05-16 13:06:20	722439252	6576528
1637622845	44	0	Counter({'rolling': 1, 'dice': 1, 'tabletop': 1})	0	2015-05-16 13:22:28	2015-05-16 13:23:12	722439252	26499212
1637625957	152	0	Counter({'daring': 1})	0	2015-05-16 13:31:17	2015-05-16 13:33:49	722439252	10798016
1637627311	23	0	Counter({'silence': 1})	0	2015-05-16 13:37:58	2015-05-16 13:38:21	722439252	17950689
1637629063	36	0.5345224838	Counter({'click': 1})	0.5345224838	2015-05-16 13:43:20	2015-05-16 13:43:56	722439252	27939470
1637632458	58	0.5345224838	Counter({'click': 1})	0.5345224838	2015-05-16 13:53:40	2015-05-16 13:54:38	722439252	18531561
1637647034	40	0	Counter({'trillee': 1})	0	2015-05-16 14:42:36	2015-05-16 14:43:16	722439252	31977841
1637607421	21	0	Counter({'sip': 1})	0	2015-05-16 12:28:26	2015-05-16 12:28:47	722439253	13581319
1637613169	46	0	Counter({'high_pitched': 1, 'fart': 1})	0	2015-05-16 12:49:21	2015-05-16 12:50:07	722439253	23163165
1637614550	90	0	Counter({'failing_engine': 1})	0	2015-05-16 12:53:25	2015-05-16 12:54:55	722439253	32732290
1637618013	72	0	Counter({'electrical_car': 1})	0	2015-05-16 13:05:08	2015-05-16 13:06:20	722439253	6576528
1637622847	44	0	Counter({'aliens': 1, 'beaming': 1, 'spaceship': 1})	0	2015-05-16 13:22:28	2015-05-16 13:23:12	722439253	26499212
1637625941	152	0	Counter({'galling': 1})	0	2015-05-16 13:31:17	2015-05-16 13:33:49	722439253	10798016
1637627314	23	0	Counter({'squizz': 1})	0	2015-05-16 13:37:58	2015-05-16 13:38:21	722439253	17950689
1637629066	36	0	Counter({'zap': 1})	0	2015-05-16 13:43:20	2015-05-16 13:43:56	722439253	27939470
1637632463	58	0	Counter({'blowing_raspberry': 1})	0	2015-05-16 13:53:40	2015-05-16 13:54:38	722439253	18531561
1637647032	40	0	Counter({'bouind': 1})	0	2015-05-16 14:42:36	2015-05-16 14:43:16	722439253	31977841
1637607422	21	0	Counter({'beeps': 1})	0	2015-05-16 12:28:26	2015-05-16 12:28:47	722439254	13581319
1637613195	46	0	Counter({'spit': 1})	0	2015-05-16 12:49:21	2015-05-16 12:50:07	722439254	23163165
1637614551	90	0	Counter({'mini_moog': 1})	0	2015-05-16 12:53:25	2015-05-16 12:54:55	722439254	32732290
1637618011	72	0	Counter({'car_slow_down': 1})	0	2015-05-16 13:05:08	2015-05-16 13:06:20	722439254	6576528
1637622846	44	0	Counter({'alien': 1, 'kissing': 1, 'futuristic': 1})	0	2015-05-16 13:22:28	2015-05-16 13:23:12	722439254	26499212
1637625967	152	0	Counter({'scrape': 1})	0	2015-05-16 13:31:17	2015-05-16 13:33:49	722439254	10798016
1637627310	23	0	Counter({'squeak': 1})	0	2015-05-16 13:37:58	2015-05-16 13:38:21	722439254	17950689
1637629065	36	0	Counter({'buzzing': 1})	0	2015-05-16 13:43:20	2015-05-16 13:43:56	722439254	27939470
1637632467	58	0	Counter({'melodic': 1, 'blowing_raspberries': 1})	0	2015-05-16 13:53:40	2015-05-16 13:54:38	722439254	18531561
1637647033	40	0	Counter({'pupipopu': 1})	0	2015-05-16 14:42:36	2015-05-16 14:43:16	722439254	31977841
1637607578	29	0.5345224838	Counter({'click': 1})	0.5345224838	2015-05-16 12:28:48	2015-05-16 12:29:17	722439255	13581319
1637613311	31	0	Counter({'clop': 1})	0	2015-05-16 12:50:08	2015-05-16 12:50:39	722439255	23163165
