Job_ID,Unit_ID,Worker_ID,AcceptTime,SubmitTime,Annotations,Spam
245,2,30546513,6/28/2015 16:10:24,6/28/2015 16:10:43,statement,0
245,2,30777913,6/29/2015 17:22:27,6/29/2015 17:23:29,thrift,1
245,2,31345986,6/29/2015 08:10:04,6/29/2015 08:10:49,"said, statement, accounting, changes",0
245,2,32840743,6/29/2015 00:43:15,6/29/2015 00:43:31,"thrift, changes",0
245,2,33034038,6/29/2015 17:08:06,6/29/2015 17:10:52,"accounting, changes",0
245,2,33115750,6/29/2015 17:23:34,6/29/2015 17:24:23,"accounting, changes",0
245,3,6309240,6/26/2015 23:38:02,6/26/2015 23:38:21,"transaction, transactions",0
245,3,14561763,6/26/2015 22:14:37,6/26/2015 22:14:54,"merger, transactions",0
245,3,14861092,6/27/2015 10:34:01,6/27/2015 10:34:14,transaction,0
245,3,19638651,6/27/2015 17:28:02,6/27/2015 17:28:25,"said, structured, organized, provide",0
245,3,22947672,6/27/2015 03:28:34,6/27/2015 03:30:00,"said, transaction, being, is, organized, do, provide, transactions",0
245,3,30901412,6/27/2015 08:23:19,6/27/2015 08:23:45,"transaction, merger, transactions",0
245,3,30940715,6/27/2015 22:28:44,6/27/2015 22:30:56,transaction,0
245,3,31130954,6/27/2015 10:03:24,6/27/2015 10:03:41,"transaction, merger, transactions",0
245,3,31302995,6/27/2015 19:25:15,6/27/2015 19:28:00,"transaction, merger, transactions",0
245,3,31670127,6/27/2015 05:58:09,6/27/2015 05:58:41,"transaction, is, being, structured",0
245,3,32053717,6/27/2015 22:32:09,6/27/2015 22:33:29,"transaction, structured, laws, Netherlands, merger, transactions",1
245,3,32641084,6/27/2015 13:48:44,6/27/2015 13:49:45,"transaction, is, being",1
245,3,32849016,6/27/2015 01:31:00,6/27/2015 01:31:35,"companies, said, transaction, is, being, structured, this, way, because, laws, Netherlands, Antilles",1
245,3,33123146,6/26/2015 21:19:45,6/26/2015 21:20:08,"transaction, is, being, structured",0
245,3,33257732,6/27/2015 05:48:34,6/27/2015 05:49:08,"transaction, merger, transactions",0
245,4,6334612,6/30/2015 05:06:10,6/30/2015 05:08:11,"talk, about, killing, Rabin, did, tell, police",1
245,4,18317462,6/30/2015 01:50:46,6/30/2015 01:51:12,"Shefi, said, she, heard, Amir, talk, about, killing, Rabin, did, tell, police, because, she, did, believe, he, was, serious",1
245,4,20316161,6/30/2015 00:53:25,6/30/2015 00:53:43,"killing, Rabin",0
245,4,21417560,6/30/2015 08:25:38,6/30/2015 08:26:02,killing,0
245,4,28374729,6/30/2015 04:59:45,6/30/2015 05:00:04,"said, did",0
245,4,28723062,6/29/2015 21:15:33,6/29/2015 21:16:04,"heard, Amir, talk",0
245,4,29074051,6/29/2015 21:12:31,6/29/2015 21:12:52,"heard, killing, tell",0
245,4,30501999,6/30/2015 01:48:59,6/30/2015 01:49:36,"talk, about, killing, Rabin, did, tell, police, because, she, did, believe, he, was, serious",1
245,4,31171856,6/29/2015 23:02:10,6/29/2015 23:02:49,"said, heard, did, tell, did, believe",0
245,4,31742806,6/30/2015 01:51:31,6/30/2015 01:52:01,"talk, about, killing, Rabin",0
245,4,32718504,6/30/2015 00:19:25,6/30/2015 00:19:43,"killing, Rabin",0
245,4,32725784,6/30/2015 01:39:41,6/30/2015 01:40:56,"said, killing, tell",0
245,4,32915310,6/30/2015 03:53:08,6/30/2015 03:55:05,"Shefi, said, she, heard, Amir, talk, about, killing, Rabin, did, tell, police, because, she, did, believe, he, was, serious",1
245,4,32921960,6/29/2015 21:51:16,6/29/2015 21:51:32,"killing, Rabin",1
245,4,33064741,6/29/2015 23:22:43,6/29/2015 23:23:19,"Amir, talk, about, killing, Rabin, tell, police",0
245,5,6340330,6/28/2015 18:05:33,6/28/2015 18:06:40,transaction,0
245,5,14861092,6/27/2015 10:36:50,6/27/2015 10:37:06,transaction,0
245,5,19566586,6/28/2015 02:49:08,6/28/2015 02:50:07,completed,0
245,5,21432964,6/28/2015 15:35:44,6/28/2015 15:36:13,"transaction, be, completed",0
245,5,25451531,6/28/2015 09:54:14,6/28/2015 09:54:50,"They, said, they, expect, be, completed",0
245,5,28103910,6/28/2015 20:59:52,6/28/2015 21:00:07,[NONE],0
245,5,29155723,6/28/2015 13:05:50,6/28/2015 13:06:26,"transaction, be, completed",0
245,5,29537256,6/28/2015 18:44:47,6/28/2015 18:45:21,transaction,0
245,5,29852955,6/28/2015 10:54:38,6/28/2015 10:55:17,transaction,0
245,5,30546513,6/28/2015 16:06:50,6/28/2015 16:07:08,transaction,0
245,5,30940715,6/27/2015 22:35:59,6/27/2015 22:37:22,transaction,0
245,5,31913360,6/28/2015 13:09:49,6/28/2015 13:09:57,[NONE],1
245,5,32053717,6/27/2015 23:02:34,6/27/2015 23:03:16,"they, expect, transaction",1
245,5,32641084,6/27/2015 14:04:32,6/27/2015 14:06:00,"transaction, be, completed",1
245,5,32982344,6/28/2015 09:17:38,6/28/2015 09:17:52,transaction,0
245,6,6338946,6/25/2015 19:00:16,6/25/2015 19:00:46,"Yield, issue",1
245,6,13581319,6/25/2015 18:24:28,6/25/2015 18:24:39,Yield,0
245,6,19638651,6/25/2015 19:13:14,6/25/2015 19:14:07,issue,0
245,6,20113482,6/25/2015 19:13:16,6/25/2015 19:14:09,"Yield, issue",1
245,6,20306700,6/25/2015 18:58:57,6/25/2015 18:59:17,Yield,1
245,6,20312760,6/25/2015 18:12:14,6/25/2015 18:12:32,Yield,0
245,6,26492726,6/25/2015 18:50:01,6/25/2015 18:50:17,issue,0
245,6,30313955,6/25/2015 19:06:00,6/25/2015 19:06:23,[NONE],1
245,6,30681826,6/25/2015 18:10:27,6/25/2015 18:11:08,"Yield, issue",1
245,6,31184650,6/25/2015 19:03:06,6/25/2015 19:03:17,"Yield, issue",0
245,6,31767535,6/25/2015 18:09:57,6/25/2015 18:10:09,Yield,0
245,6,32254355,6/25/2015 19:03:56,6/25/2015 19:04:28,"Yield, issue, was",1
245,6,32350671,6/25/2015 18:49:30,6/25/2015 18:49:48,issue,0
245,6,32352104,6/25/2015 18:10:12,6/25/2015 18:10:34,"Yield, issue",0
245,6,32474291,6/25/2015 18:07:03,6/25/2015 18:07:16,[NONE],0
245,7,6338946,6/25/2015 19:00:52,6/25/2015 19:02:40,"Some, experts, now, predict, Anheuser, entry, into, fray, near-term, earnings, trouble, industry, players",1
245,7,13581319,6/25/2015 18:24:40,6/25/2015 18:25:04,"entry, into, fray",0
245,7,19638651,6/25/2015 19:14:09,6/25/2015 19:14:42,"entry, fray",0
245,7,20306700,6/25/2015 18:59:19,6/25/2015 19:00:03,fray,1
245,7,20312760,6/25/2015 18:12:34,6/25/2015 18:13:16,"predict, trouble",0
245,7,26492726,6/25/2015 18:50:24,6/25/2015 18:50:42,[NONE],0
245,7,30313955,6/25/2015 19:06:24,6/25/2015 19:06:55,predict,1
245,7,30681826,6/25/2015 18:11:10,6/25/2015 18:12:51,"Anheuser, entry, earnings, trouble",1
245,7,30725995,6/25/2015 19:14:18,6/25/2015 19:15:33,entry,1
245,7,31184650,6/25/2015 19:03:19,6/25/2015 19:03:27,"Anheuser, entry",0
245,7,31767535,6/25/2015 18:10:16,6/25/2015 18:10:45,"predict, entry, into, fray",0
245,7,32254355,6/25/2015 19:04:30,6/25/2015 19:05:36,"Anheuser, entry, into, fray",1
245,7,32350671,6/25/2015 18:49:51,6/25/2015 18:50:14,[NONE],0
245,7,32352104,6/25/2015 18:10:37,6/25/2015 18:10:54,"now, predict",0
245,7,32474291,6/25/2015 18:07:21,6/25/2015 18:07:37,[NONE],0
245,8,6338946,6/25/2015 19:02:40,6/25/2015 19:03:27,"Share, prices, also, closed, lower",1
245,8,13581319,6/25/2015 18:25:05,6/25/2015 18:25:21,"Share, prices, also, closed",0
245,8,19638651,6/25/2015 19:14:44,6/25/2015 19:14:58,closed,0
245,8,20113482,6/25/2015 19:15:21,6/25/2015 19:16:16,"Share, prices, also, closed, lower, Sydney, Hong, Kong, Singapore, Taipei, Manila, Wellington, Seoul",1
245,8,20306700,6/25/2015 19:00:10,6/25/2015 19:00:45,"Share, prices",1
245,8,20312760,6/25/2015 18:13:17,6/25/2015 18:13:42,closed,0
245,8,26492726,6/25/2015 18:50:48,6/25/2015 18:51:05,closed,0
245,8,30313955,6/25/2015 19:06:56,6/25/2015 19:07:27,closed,1
245,8,30326470,6/25/2015 19:14:49,6/25/2015 19:16:15,"closed, lower",0
245,8,30681826,6/25/2015 18:12:53,6/25/2015 18:13:35,"closed, lower",1
245,8,31767535,6/25/2015 18:10:48,6/25/2015 18:11:01,"closed, lower",0
245,8,32254355,6/25/2015 19:05:38,6/25/2015 19:06:17,"Share, prices",1
245,8,32350671,6/25/2015 18:50:22,6/25/2015 18:51:02,closed,0
245,8,32352104,6/25/2015 18:10:55,6/25/2015 18:11:19,closed,0
245,8,32474291,6/25/2015 18:07:41,6/25/2015 18:07:57,prices,0
245,9,1966113,6/26/2015 10:25:31,6/26/2015 10:26:24,"investment, eroding",0
245,9,3056891,6/26/2015 12:45:57,6/26/2015 12:46:32,"eroding, lower, price, quotes",0
245,9,6352682,6/26/2015 08:50:36,6/26/2015 08:51:07,"reduced, capital, investment",0
245,9,6363498,6/26/2015 08:13:30,6/26/2015 08:14:59,"reduced, from, eroding, further, lower, price, quotes",0
245,9,11460728,6/26/2015 07:34:15,6/26/2015 07:35:25,"protect, their, reduced, capital, investment, quotes, when, sell",1
245,9,18960682,6/26/2015 15:44:54,6/26/2015 15:45:18,"market, makers, became, quicker, lower, price, quotes",1
245,9,22031444,6/26/2015 13:07:44,6/26/2015 13:08:20,"reduced, eroding, quicker",0
245,9,25486037,6/26/2015 13:48:12,6/26/2015 13:49:17,"protect, their, reduced, capital, investment, market, makers, became, quicker, lower, price, quotes",1
245,9,29849805,6/26/2015 15:55:58,6/26/2015 15:58:47,"reduced, capital, investment, quicker, lower, price, quotes",1
245,9,30769787,6/26/2015 09:12:38,6/26/2015 09:13:09,"protect, quicker",0
245,9,31520861,6/26/2015 08:32:56,6/26/2015 08:34:47,"protect, eroding, lower, price, quotes",0
245,9,31861996,6/26/2015 16:59:24,6/26/2015 16:59:48,eroding,0
245,9,31883685,6/26/2015 06:38:55,6/26/2015 06:39:17,became,0
245,9,31916579,6/26/2015 17:04:03,6/26/2015 17:04:56,"market, makers, became, quicker, lower, price, quotes, when, sell, programs, are, progress",1
245,9,33056656,6/26/2015 13:27:48,6/26/2015 13:28:18,"lower, price, quotes",1
245,10,4688131,6/26/2015 01:42:22,6/26/2015 01:42:55,"do, see, said",0
245,10,10798016,6/25/2015 21:15:51,6/25/2015 21:16:45,"do, see, doing, does, want",0
245,10,11460728,6/26/2015 07:26:10,6/26/2015 07:27:13,[NONE],1
245,10,14528761,6/25/2015 21:49:13,6/25/2015 21:49:57,"Select, Committee",0
245,10,17950689,6/25/2015 21:13:08,6/25/2015 21:14:23,government,1
245,10,18531561,6/25/2015 22:46:01,6/25/2015 22:46:49,"government, doing, something, that, Jaguar, does, want",1
245,10,18881135,6/25/2015 22:03:15,6/25/2015 22:03:56,[NONE],0
245,10,20845955,6/25/2015 19:22:57,6/25/2015 19:23:17,Committee,0
245,10,21665495,6/25/2015 20:31:04,6/25/2015 20:31:25,"government, doing, something",0
245,10,21875134,6/25/2015 22:39:30,6/25/2015 22:41:29,"doing, something, said",0
245,10,30326470,6/25/2015 19:19:45,6/25/2015 19:20:12,[NONE],0
245,10,30725995,6/25/2015 19:23:00,6/25/2015 19:24:26,"Trade, Industry",1
245,10,31883685,6/26/2015 06:35:35,6/26/2015 06:36:11,[NONE],0
245,10,31913360,6/26/2015 03:38:41,6/26/2015 03:39:33,"14, months",1
245,10,32173500,6/25/2015 21:43:34,6/25/2015 21:44:19,"do, see, government, doing, something, Jaguar, does, want, said",0
245,11,6309240,6/26/2015 23:38:22,6/26/2015 23:38:37,oust,0
245,11,9653950,6/27/2015 23:34:42,6/27/2015 23:35:01,"is, seeking, oust, Mr., Edelman",0
245,11,14561763,6/26/2015 22:14:55,6/26/2015 22:15:29,"seeking, oust",0
245,11,14861092,6/27/2015 10:34:15,6/27/2015 10:34:35,oust,0
245,11,19638651,6/27/2015 17:28:27,6/27/2015 17:28:46,"seeking, oust",0
245,11,22947672,6/27/2015 03:30:02,6/27/2015 03:30:41,"is, seeking, oust",0
245,11,30901412,6/27/2015 08:23:45,6/27/2015 08:24:03,"oust, chairman",0
245,11,30940715,6/27/2015 22:30:58,6/27/2015 22:31:48,[NONE],0
245,11,31130954,6/27/2015 10:03:42,6/27/2015 10:04:15,"oust, Mr., Edelman, as, chairman, Datapoint, Corp.",0
245,11,31302995,6/27/2015 19:28:03,6/27/2015 19:29:17,[NONE],0
245,11,31670127,6/27/2015 05:58:42,6/27/2015 05:59:00,"seeking, oust, Mr., Edelman",0
245,11,32053717,6/27/2015 22:33:38,6/27/2015 22:34:24,"Ackerman, Edelman, chairman",1
245,11,32641084,6/27/2015 13:49:50,6/27/2015 13:52:28,"already, is, seeking, oust, Mr., Edelman",1
245,11,32849016,6/27/2015 01:31:36,6/27/2015 01:31:56,"Mr., Ackerman, already, is, seeking, oust, Mr., Edelman, as, chairman, Datapoint, Corp.",1
245,11,33257732,6/27/2015 05:49:08,6/27/2015 05:49:26,oust,0
245,12,6340330,6/28/2015 18:08:17,6/28/2015 18:08:33,extended,0
245,12,10959404,6/29/2015 07:41:36,6/29/2015 07:41:51,offer,0
245,12,14475688,6/29/2015 01:07:50,6/29/2015 01:09:17,"response, BellSouth, amended, pact, extended, its, own, offer, controlling, interest",0
245,12,19566586,6/28/2015 02:51:09,6/28/2015 02:51:23,extended,0
245,12,20983359,6/28/2015 23:42:45,6/28/2015 23:43:10,"buy, give",0
245,12,21432964,6/28/2015 15:38:51,6/28/2015 15:39:32,"response, amended, pact, controlling, interest",0
245,12,22984878,6/29/2015 13:04:01,6/29/2015 13:05:13,BellSouth,1
245,12,24088858,6/28/2015 22:40:01,6/28/2015 22:40:25,"extended, give",1
245,12,25451531,6/28/2015 09:59:21,6/28/2015 10:00:48,"response, amended, pact, extended, its, own, offer, buy, would, give",0
245,12,28103910,6/28/2015 21:02:08,6/28/2015 21:02:38,"extended, offer",0
245,12,29155723,6/28/2015 13:09:01,6/28/2015 13:09:47,"BellSouth, amended, pact, extended, its, own, offer",0
245,12,30546513,6/28/2015 16:08:56,6/28/2015 16:09:21,"buy, 22, million, LIN, shares",0
245,12,31345986,6/29/2015 08:07:06,6/29/2015 08:08:14,"BellSouth, amended, pact, extended, its, own, offer, buy",0
245,12,32840743,6/29/2015 00:41:40,6/29/2015 00:42:07,"amended, extended, buy, give",0
245,12,32982344,6/28/2015 09:19:17,6/28/2015 09:19:36,buy,0
245,13,6744840,6/30/2015 01:13:27,6/30/2015 01:14:17,"make, televisions",0
245,13,18317462,6/30/2015 01:50:09,6/30/2015 01:50:45,"Sansui, is, perfect, fit, Polly, Peck, electronics, operations",1
245,13,20316161,6/30/2015 00:52:20,6/30/2015 00:53:24,"make, televisions, videocassette, recorders, microwaves, other, products",0
245,13,28723062,6/29/2015 21:14:48,6/29/2015 21:15:31,"perfect, fit, Polly, Peck, electronics, operations",0
245,13,29074051,6/29/2015 21:11:58,6/29/2015 21:12:30,said,0
245,13,30501999,6/30/2015 01:48:19,6/30/2015 01:48:58,"perfect, fit, Polly, Peck, electronics, operations, basis, sale, under, other, companies, brand, names",1
245,13,31171856,6/29/2015 23:01:47,6/29/2015 23:02:08,said,0
245,13,31742806,6/30/2015 01:49:48,6/30/2015 01:51:30,"sale, under",0
245,13,32338429,6/29/2015 18:16:41,6/29/2015 18:17:08,"Sansui, he, said, is, perfect, fit, Polly, Peck, electronics, operations, which, make, televisions, videocassette, recorders, microwaves, other, products, original, equipment, maker, basis, sale, under, other, companies, brand, names",1
245,13,32681102,6/29/2015 18:49:02,6/29/2015 18:49:30,"Sansui, Polly, Peck, electronics, operations",1
245,13,32718504,6/30/2015 00:18:38,6/30/2015 00:19:24,"make, televisions, videocassette, recorders, microwaves, other, products",0
245,13,32725784,6/30/2015 01:38:45,6/30/2015 01:39:37,"said, maker, sale",0
245,13,32915310,6/30/2015 03:51:41,6/30/2015 03:53:05,"he, said",1
245,13,32921960,6/29/2015 21:50:56,6/29/2015 21:51:13,"Polly, Peck, electronics, operations",1
245,13,33064741,6/29/2015 23:21:53,6/29/2015 23:22:42,"sale, under, other, companies, brand, names",0
245,14,13121046,6/29/2015 19:28:05,6/29/2015 19:28:11,customers,1
245,14,14475688,6/29/2015 01:12:42,6/29/2015 01:13:03,"customers, fled, injured",0
245,14,16101132,6/29/2015 17:21:48,6/29/2015 17:22:03,fled,0
245,14,16465220,6/29/2015 17:29:49,6/29/2015 17:30:15,"other, customers, fled, police",1
245,14,28163523,6/29/2015 17:25:13,6/29/2015 17:25:56,"other, customers, fled, police, said, it, did, appear, that, anyone, else, was, injured",1
245,14,28723062,6/29/2015 20:55:22,6/29/2015 20:58:02,"customers, fled",0
245,14,29074051,6/29/2015 21:07:43,6/29/2015 21:08:23,fled,0
245,14,30449203,6/29/2015 17:43:45,6/29/2015 17:43:55,[NONE],1
245,14,30777913,6/29/2015 17:25:11,6/29/2015 17:26:46,"customers, fled",1
245,14,31066862,6/29/2015 18:55:11,6/29/2015 18:55:59,fled,0
245,14,31345986,6/29/2015 08:12:55,6/29/2015 08:13:33,"customers, fled, police, said",0
245,14,32338429,6/29/2015 17:52:05,6/29/2015 17:52:52,"other, customers, fled, police, said, it, did, appear, that, anyone, else, was, injured",1
245,14,32681102,6/29/2015 18:45:23,6/29/2015 18:46:10,[NONE],1
245,14,32921960,6/29/2015 21:47:31,6/29/2015 21:48:16,injured,1
245,14,33115750,6/29/2015 17:26:35,6/29/2015 17:27:17,"appear, injured",0
245,15,9653950,6/28/2015 07:50:01,6/28/2015 07:50:21,"was, told",0
245,15,14861092,6/27/2015 10:35:43,6/27/2015 10:36:07,"bought, Navigation, Mixte, shares",0
245,15,19566586,6/28/2015 02:47:49,6/28/2015 02:48:31,bought,0
245,15,21432964,6/28/2015 15:33:48,6/28/2015 15:34:57,"Societe, de, Bourses, Francaises, was, told",0
245,15,25451531,6/28/2015 09:52:25,6/28/2015 09:53:27,"was, told, also, bought, purchase",0
245,15,29155723,6/28/2015 13:04:09,6/28/2015 13:05:19,"bought, Navigation, Mixte, shares, purchase",0
245,15,29852955,6/28/2015 10:52:28,6/28/2015 10:53:35,[NONE],0
245,15,30627835,6/28/2015 06:25:43,6/28/2015 06:26:27,"Societe, de, Bourses, Francaises, was, told, that, unit, Framatome, S.A., also, bought, Navigation, Mixte, shares",0
245,15,30901412,6/27/2015 08:25:26,6/27/2015 08:26:02,"bought, 160000, shares",0
245,15,30940715,6/27/2015 22:34:35,6/27/2015 22:35:06,purchase,0
245,15,31130954,6/27/2015 10:05:44,6/27/2015 10:06:03,"unit, Framatome, S.A., also, bought, Navigation, Mixte, shares",0
245,15,31913360,6/28/2015 13:09:02,6/28/2015 13:09:13,[NONE],1
245,15,32053717,6/27/2015 23:01:10,6/27/2015 23:01:59,"Societe, Bourses, Framatome, Navigation, Mixte",1
245,15,32641084,6/27/2015 13:57:27,6/27/2015 13:58:44,[NONE],1
245,15,32982344,6/28/2015 09:17:01,6/28/2015 09:17:22,bought,0
245,16,6338946,6/25/2015 18:57:53,6/25/2015 18:58:26,"Broadcasting, surged",1
245,16,6574449,6/25/2015 18:30:23,6/25/2015 18:30:30,surged,0
245,16,13581319,6/25/2015 18:23:27,6/25/2015 18:23:38,surged,0
245,16,20113482,6/25/2015 19:03:19,6/25/2015 19:04:45,"Broadcasting, surged, 4, 5/8, 112, 5/8",1
245,16,20306700,6/25/2015 18:57:32,6/25/2015 18:57:52,Broadcasting,1
245,16,20312760,6/25/2015 18:10:54,6/25/2015 18:11:19,surged,0
245,16,26492726,6/25/2015 18:48:49,6/25/2015 18:49:12,surged,0
245,16,28884030,6/25/2015 18:19:12,6/25/2015 18:19:21,surged,0
245,16,30681826,6/25/2015 18:08:19,6/25/2015 18:08:57,"Broadcasting, surged, 4, 5/8, 112, 5/8",1
245,16,31184650,6/25/2015 19:02:21,6/25/2015 19:02:40,"Broadcasting, surged",0
245,16,31767535,6/25/2015 18:08:26,6/25/2015 18:08:59,surged,0
245,16,32254355,6/25/2015 19:01:19,6/25/2015 19:02:13,Broadcasting,1
245,16,32350671,6/25/2015 18:48:11,6/25/2015 18:48:35,Broadcasting,0
245,16,32352104,6/25/2015 18:09:12,6/25/2015 18:09:25,surged,0
245,16,32474291,6/25/2015 18:05:52,6/25/2015 18:06:12,Broadcasting,0
245,17,1924522,6/26/2015 18:18:00,6/26/2015 18:18:26,[NONE],0
245,17,1966113,6/26/2015 10:26:25,6/26/2015 10:26:48,will,0
245,17,3056891,6/26/2015 12:46:34,6/26/2015 12:46:59,"will, nearly, 700, seats",0
245,17,6352682,6/26/2015 08:51:08,6/26/2015 08:51:30,"700, seats",0
245,17,6363498,6/26/2015 08:15:02,6/26/2015 08:15:44,will,0
245,17,18960682,6/26/2015 15:45:19,6/26/2015 15:45:32,"This, will, nearly, 700, seats, week",1
245,17,20929875,6/26/2015 18:25:26,6/26/2015 18:26:57,[NONE],0
245,17,22031444,6/26/2015 13:08:21,6/26/2015 13:08:46,"This, will",0
245,17,25486037,6/26/2015 13:49:18,6/26/2015 13:49:45,"will, nearly, 700, seats",1
245,17,29849805,6/26/2015 15:58:48,6/26/2015 15:59:10,"will, nearly, 700, seats",1
245,17,30769787,6/26/2015 09:13:09,6/26/2015 09:13:37,will,0
245,17,31520861,6/26/2015 08:34:49,6/26/2015 08:35:19,will,0
245,17,31861996,6/26/2015 16:59:49,6/26/2015 17:00:36,route,0
245,17,31916579,6/26/2015 17:04:57,6/26/2015 17:05:21,"will, nearly, 700, seats",1
245,17,33056656,6/26/2015 13:28:19,6/26/2015 13:28:54,[NONE],1
245,18,6338946,6/25/2015 19:05:21,6/25/2015 19:06:06,"profit, from, continuing, lines, fell, 10",1
245,18,13581319,6/25/2015 18:25:56,6/25/2015 18:26:20,"profit, from, continuing, lines, fell",0
245,18,20113482,6/25/2015 19:16:23,6/25/2015 19:18:18,"said, profit, from, continuing, lines, fell, 10, #, 118, million, from, #, 130.6, million",1
245,18,20306700,6/25/2015 19:02:30,6/25/2015 19:03:28,"packaging, publishing",1
245,18,20312760,6/25/2015 18:14:13,6/25/2015 18:14:52,"said, fell",0
245,18,26492726,6/25/2015 18:51:52,6/25/2015 18:52:13,profit,0
245,18,30313955,6/25/2015 19:07:59,6/25/2015 19:09:49,[NONE],1
245,18,30326470,6/25/2015 19:16:16,6/25/2015 19:16:38,"continuing, lines, fell",0
245,18,30681826,6/25/2015 18:15:05,6/25/2015 18:15:48,"profit, from, continuing, lines, fell",1
245,18,30725995,6/25/2015 19:16:29,6/25/2015 19:17:24,"publishing, concern",1
245,18,31767535,6/25/2015 18:11:41,6/25/2015 18:12:08,"said, fell",0
245,18,32254355,6/25/2015 19:07:27,6/25/2015 19:08:02,"profit, from, continuing, lines",1
245,18,32350671,6/25/2015 18:51:46,6/25/2015 18:52:17,fell,0
245,18,32352104,6/25/2015 18:12:06,6/25/2015 18:12:21,said,0
245,18,32474291,6/25/2015 18:08:27,6/25/2015 18:08:45,packaging,0
245,19,4688131,6/26/2015 01:43:34,6/26/2015 01:43:51,"said, retained",0
245,19,6352682,6/26/2015 08:47:44,6/26/2015 08:48:52,restructuring,0
245,19,6363498,6/26/2015 08:04:54,6/26/2015 08:06:36,"retained, assist, developing, implementing, financial, restructuring, plan",0
245,19,11460728,6/26/2015 07:28:58,6/26/2015 07:30:20,"it, retained, three, investment, bankers, assist, it, developing, implementing, financial, restructuring, plan",1
245,19,14528761,6/25/2015 21:50:28,6/25/2015 21:50:44,plan,0
245,19,17950689,6/25/2015 21:20:59,6/25/2015 21:21:37,rossland,1
245,19,18531561,6/25/2015 22:48:44,6/25/2015 22:49:37,"rossland, said, it, retained, three, investment, bankers, assist, it, developing, implementing, financial, restructuring, plan",1
245,19,18881135,6/25/2015 22:05:14,6/25/2015 22:05:49,retained,0
245,19,21417560,6/26/2015 09:01:22,6/26/2015 09:02:48,retained,0
245,19,21665495,6/25/2015 20:32:14,6/25/2015 20:32:29,"retained, three, investment, bankers",0
245,19,21875134,6/25/2015 22:45:55,6/25/2015 22:47:41,"rossland, said, retained, three, investment, bankers, assist, developing, implementing",0
245,19,30769787,6/26/2015 09:08:08,6/26/2015 09:10:05,"developing, implementing",0
245,19,31520861,6/26/2015 08:25:53,6/26/2015 08:27:00,"retained, assist, developing, implementing, restructuring",0
245,19,31883685,6/26/2015 06:37:03,6/26/2015 06:37:18,plan,0
245,19,32173500,6/25/2015 21:45:19,6/25/2015 21:45:53,"said, retained, three, investment, bankers, assist, developing, implementing, financial, restructuring, plan",0
245,20,1924522,6/26/2015 18:19:48,6/26/2015 18:20:21,ally,0
245,20,1966113,6/26/2015 10:27:21,6/26/2015 10:27:41,comment,0
245,20,3056891,6/26/2015 12:48:22,6/26/2015 12:48:48,"officials, were, available",0
245,20,9653950,6/26/2015 19:55:52,6/26/2015 19:56:07,[NONE],0
245,20,16682358,6/26/2015 18:59:22,6/26/2015 18:59:40,comment,0
